gsis_id,name,position,team,sleeper_id,age,years_exp,injury_status,nfl_status,draft_number,rookie_year,games,avg_opps,avg_targets,avg_carries,avg_snap_pct,avg_fpts,trend_opps,trend_snap,trend_season,baseline_source,trail_pts,season,week,source,pulled_at,proj_pass_att,proj_pass_yds,proj_pass_tds,proj_pass_int,proj_carries,proj_rush_yds,proj_rush_tds,proj_targets,proj_rec,proj_rec_yds,proj_rec_tds,proj_pts_ppr,proj_pts_half,proj_pts_std,proj_opps,proj_carry_share,proj_target_share,proj_pts_league,w_proj,E_opps,E_targets,E_carries,opponent,total_line,home,dvp_rank,mult,E_pts,pts_mix,depth_rank,prev_rank,confidence,conf,flag,why,peak_snap_3g,peak_opps_3g,role_games,role_opps,role_snap,ceiling_pts,median_pts,trending_add
00-0039824,Jared Wiley,TE,KC,11595,25.9,2,,ACT,131.0,2024,0.0,0.5,0.5,0.0,0.165,0.7,-1.0,0.05,prior,prior season only,0.7,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,MIA,46.5,0,12.0,1.038,0.0,projection only,4.0,4.0,0.3,Low,,"0.0 exp opps (proj 0, recent 0) · TE4 · vs MIA (DvP 12, +4%) · Low confidence",0.165,0.5,0.0,,,1.3,0.7,0
00-0039843,Qadir Ismail,TE,CHI,12267,26.6,2,,DEV,,2024,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,PHI,41.5,1,32.0,0.888,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs PHI (DvP 32, -11%) · Low confidence",,,,,,,,0
00-0040094,Tre Watson,TE,MIA,13116,24.0,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,KC,46.5,1,9.0,1.06,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs KC (DvP 9, +6%) · Low confidence",,,,,,,,0
00-0040058,Nick Kallerup,TE,SEA,13151,25.5,1,,ACT,,2025,0.0,0.25,0.25,0.0,0.2725,0.0,-0.3,-0.075,prior,prior season only,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,WAS,40.5,0,3.0,1.105,0.0,projection only,4.0,4.0,0.45,Med,,"0.0 exp opps (proj 0, recent 0) · TE4 · vs WAS (DvP 3, +10%) · Med confidence",0.307,0.333,1.0,1.0,0.48,0.0,0.0,0
00-0040215,Gavin Bartholomew,TE,MIN,12700,23.4,1,,ACT,202.0,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,TB,42.5,0,2.0,1.112,0.0,projection only,3.0,3.0,0.36,Low,,"0.0 exp opps (proj 0) · TE3 · vs TB (DvP 2, +11%) · Low confidence",,,,,,,,0
00-0040225,Thomas Fidone II,TE,NYG,12715,24.0,1,,ACT,219.0,2025,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,prior,prior season only,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,TEN,38.5,1,22.0,0.962,0.0,projection only,4.0,4.0,0.6,Med,,"0.0 exp opps (proj 0, recent 0) · TE4 · vs TEN (DvP 22, -4%) · Med confidence",0.04,0.0,0.0,,,0.0,0.0,0
00-0040390,Jackson Meeks,TE,DET,12938,23.5,1,,ACT,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NYJ,47.5,1,29.0,0.91,0.0,projection only,4.0,4.0,0.36,Low,,"0.0 exp opps (proj 0) · TE4 · vs NYJ (DvP 29, -9%) · Low confidence",,,,,,,,0
00-0040331,Patrick Herbert,TE,LAC,12901,25.9,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,BUF,50.5,0,14.0,1.022,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs BUF (DvP 14, +2%) · Low confidence",,,,,,,,0
00-0035345,Chris Myarick,TE,LV,6529,31.0,7,,DEV,,2019,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NO,43.5,0,17.0,1.0,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs NO (DvP 17, +0%) · Low confidence",,,,,,,,0
00-0035039,Stephen Carlson,TE,CHI,6451,29.8,7,,DEV,,2019,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,PHI,41.5,1,32.0,0.888,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs PHI (DvP 32, -11%) · Low confidence",,,,,,,,0
00-0040598,Mark Redman,TE,GB,13013,24.7,1,,ACT,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,ATL,42.5,1,5.0,1.09,0.0,projection only,4.0,4.0,0.36,Low,,"0.0 exp opps (proj 0) · TE4 · vs ATL (DvP 5, +9%) · Low confidence",,,,,,,,0
00-0040566,CJ Dippre,TE,TB,12984,24.4,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,MIN,42.5,1,26.0,0.932,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs MIN (DvP 26, -7%) · Low confidence",,,,,,,,0
00-0040697,Thomas Gordon,TE,DET,13249,26.1,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NYJ,47.5,1,29.0,0.91,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs NYJ (DvP 29, -9%) · Low confidence",,,,,,,,0
00-0040628,Drake Dabney,TE,GB,13210,24.4,1,,DEV,,2025,0.0,2.0,2.0,0.0,0.88,1.3,0.0,0.0,prior,prior season only,1.3,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,ATL,42.5,1,5.0,1.09,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 2) · vs ATL (DvP 5, +9%) · Low confidence",0.88,2.0,1.0,2.0,0.88,1.3,1.3,0
00-0041016,Patrick Gurd,TE,LV,13913,24.6,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NO,43.5,0,17.0,1.0,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs NO (DvP 17, +0%) · Low confidence",,,,,,,,0
00-0040939,Michael Trigg,TE,DAL,13401,24.2,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,BAL,52.5,1,20.0,0.978,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs BAL (DvP 20, -2%) · Low confidence",,,,,,,,0
00-0041195,Jack Velling,TE,ATL,13846,22.9,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,GB,42.5,0,15.0,1.015,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs GB (DvP 15, +1%) · Low confidence",,,,,,,,0
00-0041327,Cody Hardy,TE,NYJ,13834,22.9,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,DET,47.5,0,1.0,1.12,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs DET (DvP 1, +12%) · Low confidence",,,,,,,,0
00-0041314,Tanner Arkin,TE,NE,13827,23.2,0,,ACT,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,JAX,45.5,0,16.0,1.008,0.0,projection only,4.0,4.0,0.36,Low,,"0.0 exp opps (proj 0) · TE4 · vs JAX (DvP 16, +1%) · Low confidence",,,,,,,,0
00-0041263,Lake McRee,TE,PIT,13292,24.1,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,CIN,42.5,1,4.0,1.098,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs CIN (DvP 4, +10%) · Low confidence",,,,,,,,0
00-0041252,Kenny Fletcher Jr.,TE,IND,13957,22.8,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,HOU,42.5,1,18.0,0.992,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs HOU (DvP 18, -1%) · Low confidence",,,,,,,,0
00-0041422,Dan Villari,TE,LA,13321,24.2,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,DEN,44.5,0,23.0,0.955,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs DEN (DvP 23, -5%) · Low confidence",,,,,,,,0
00-0041384,Evan Svoboda,TE,LAC,13630,23.5,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,BUF,50.5,0,14.0,1.022,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs BUF (DvP 14, +2%) · Low confidence",,,,,,,,0
00-0041357,Khalil Dinkins,TE,SF,13432,24.3,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,ARI,47.5,1,13.0,1.03,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs ARI (DvP 13, +3%) · Low confidence",,,,,,,,0
00-0033439,Pharaoh Brown,TE,IND,4443,32.4,9,,DEV,,2017,0.0,0.4,0.4,0.0,0.136,0.42000000000000004,0.2,0.023,prior,prior season only,0.7000000000000001,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,HOU,42.5,1,18.0,0.992,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0, recent 0) · vs HOU (DvP 18, -1%) · Low confidence",0.147,0.667,0.0,,,1.3,0.0,0
00-0038046,Charlie Kolar,TE,LAC,8127,27.6,4,Out,ACT,128.0,2022,2.0,1.4134615384615383,1.4134615384615383,0.0,0.5379807692307692,2.608653846153846,3.0,0.07,current,75% current / 25% prior,1.7,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,0.5,0.7,0.7,0.0,BUF,50.5,0,14.0,1.022,,50% projection,1.0,3.0,0.0,Low,OUT,"0.7 exp opps (proj 0, recent 1) · TE1 · vs BUF (DvP 14, +2%) · Low confidence · OUT",0.553,1.667,10.0,1.4,0.493,6.8,2.7,0
00-0039424,Devaughn Vele,WR,NO,11834,28.8,2,,ACT,235.0,2024,2.0,7.083333333333333,7.083333333333333,0.0,0.8562500000000001,13.579166666666666,-2.0,0.05,current,75% current / 25% prior,14.399999999999999,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.05,0.23,0.0,5.49,3.82,42.54,0.32,10.04,8.13,6.22,5.54,0.002,0.174,10.02,0.5,6.3,6.3,0.0,LV,43.5,1,28.0,0.918,11.2,50% projection,2.0,2.0,0.63,Med,,"6.3 exp opps (proj 6, recent 7) · WR2 · 17% of team targets · vs LV (DvP 28, -8%) · Med confidence",0.9,7.333,8.0,6.2,0.812,19.9,7.0,1
00-0038563,Tre Tucker,WR,LV,10213,25.5,3,,ACT,100.0,2023,2.0,5.639705882352941,5.477941176470589,0.16176470588235295,0.7245588235294117,12.727941176470587,3.0,-0.12,current,75% current / 25% prior,11.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.47,2.01,0.01,5.31,2.97,40.02,0.25,8.72,7.24,5.75,5.779999999999999,0.019,0.176,8.73,0.5,5.7,5.4,0.3,NO,43.5,0,13.0,1.03,10.2,50% projection,1.0,1.0,0.98,High,,"5.7 exp opps (proj 6, recent 6) · WR1 · 18% of team targets · vs NO (DvP 13, +3%) · High confidence",0.993,7.667,19.0,6.0,0.917,16.3,6.8,1
00-0038393,Dontayvion Wicks,WR,PHI,9486,25.3,3,,ACT,159.0,2023,2.0,4.653846153846154,4.634615384615385,0.019230769230769232,0.6918269230769231,11.845192307692308,2.0,-0.29,current,75% current / 25% prior,9.799999999999999,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.03,0.16,0.0,5.04,3.2,43.2,0.29,9.28,7.68,6.08,5.07,0.001,0.181,9.28,0.5,4.9,4.8,0.0,CHI,41.5,0,18.0,0.992,9.5,50% projection,2.0,2.0,0.73,High,,"4.9 exp opps (proj 5, recent 5) · WR2 · 18% of team targets · vs CHI (DvP 18, -1%) · High confidence",0.663,4.667,12.0,4.3,0.583,14.1,4.1,1
00-0039890,Adonai Mitchell,WR,NYJ,11625,24.0,2,,ACT,52.0,2024,2.0,6.796875,6.78125,0.015625,0.6928124999999999,9.3609375,9.0,0.13,current,75% current / 25% prior,7.1000000000000005,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.05,0.19,0.0,6.51,3.17,46.3,0.23,9.23,7.64,6.06,6.56,0.002,0.221,9.2,0.5,6.7,6.6,0.0,DET,47.5,0,1.0,1.12,9.1,50% projection,2.0,2.0,0.77,High,,"6.7 exp opps (proj 7, recent 7) · WR2 · 22% of team targets · vs DET (DvP 1, +12%) · High confidence",0.873,9.333,12.0,6.7,0.742,13.8,4.0,1
00-0032464,Kalif Raymond,WR,CHI,3634,32.1,10,,ACT,,2016,2.0,5.783333333333333,5.75,0.03333333333333333,0.549,10.638333333333332,-4.0,0.02,current,75% current / 25% prior,11.199999999999998,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.19,0.93,0.0,3.85,2.77,30.81,0.13,6.75,5.37,3.98,4.04,0.007,0.129,6.72,0.5,4.9,4.8,0.1,PHI,41.5,1,20.0,0.978,8.8,50% projection,3.0,3.0,0.42,Med,,"4.9 exp opps (proj 4, recent 6) · WR3 · 13% of team targets · vs PHI (DvP 20, -2%) · Med confidence",0.563,5.667,11.0,3.2,0.539,12.4,3.3,0
00-0038544,Quentin Johnston,WR,LAC,9754,25.0,3,,ACT,21.0,2023,2.0,6.153846153846153,5.740384615384615,0.41346153846153844,0.7931730769230769,5.579807692307692,-0.0,0.03,current,75% current / 25% prior,6.966666666666668,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.18,0.81,0.01,5.51,2.77,42.58,0.27,8.77,7.38,6.0,5.6899999999999995,0.007,0.178,8.79,0.5,5.9,5.6,0.3,BUF,50.5,0,5.0,1.09,8.6,50% projection,2.0,2.0,0.74,High,,"5.9 exp opps (proj 6, recent 6) · WR2 · 18% of team targets · vs BUF (DvP 5, +9%) · High confidence",0.877,10.0,15.0,6.5,0.789,22.4,11.3,0
00-0033555,Mack Hollins,WR,NE,4177,33.0,9,,ACT,118.0,2017,2.0,3.803571428571429,3.7857142857142856,0.017857142857142856,0.6998214285714285,6.862499999999999,-3.0,0.01,current,75% current / 25% prior,8.933333333333334,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.04,0.2,0.0,5.37,3.5,40.82,0.16,8.59,6.84,5.09,5.41,0.002,0.176,8.56,0.5,4.6,4.6,0.0,JAX,45.5,0,19.0,0.985,8.6,50% projection,3.0,3.0,0.42,Med,,"4.6 exp opps (proj 5, recent 4) · WR3 · 18% of team targets · vs JAX (DvP 19, -2%) · Med confidence",0.833,7.333,16.0,4.6,0.687,14.9,7.3,0
00-0039880,Malik Washington,WR,MIA,11610,25.9,2,,ACT,184.0,2024,2.0,6.455882352941177,5.830882352941177,0.625,0.78375,7.341176470588236,-2.0,-0.25,current,75% current / 25% prior,8.933333333333334,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.98,4.79,0.05,5.64,3.68,38.06,0.22,9.6,7.76,5.92,6.619999999999999,0.039,0.233,9.59,0.5,6.5,5.7,0.8,KC,46.5,1,30.0,0.902,8.4,50% projection,1.0,1.0,0.98,High,,"6.5 exp opps (proj 7, recent 6) · WR1 · 23% of team targets · vs KC (DvP 30, -10%) · High confidence",0.803,6.667,19.0,5.1,0.6,10.5,6.3,1
00-0041547,KC Concepcion,WR,CLE,13298,22.0,0,,ACT,24.0,2026,2.0,7.5,5.5,2.0,0.675,8.0,-1.0,-0.03,current,75% current / 25% prior,8.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.76,3.46,0.03,5.02,3.53,37.05,0.23,9.17,7.41,5.64,5.779999999999999,0.028,0.187,9.14,0.5,6.6,5.3,1.4,CAR,42.5,1,21.0,0.97,8.3,50% projection,2.0,2.0,0.62,Med,,"6.6 exp opps (proj 6, recent 8) · WR2 · 19% of team targets · vs CAR (DvP 21, -3%) · Med confidence",0.675,7.5,2.0,7.5,0.675,8.2,8.0,0
00-0030279,Keenan Allen,WR,IND,1479,34.4,13,,ACT,76.0,2013,2.0,5.919117647058823,5.919117647058823,0.0,0.5811764705882354,6.699264705882352,-1.0,-0.16,current,75% current / 25% prior,7.099999999999999,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,4.9,3.18,32.72,0.13,7.25,5.66,4.07,4.9,,0.172,7.23,0.5,5.4,5.4,0.0,HOU,42.5,1,4.0,1.098,7.9,50% projection,2.0,3.0,0.66,Med,,"5.4 exp opps (proj 5, recent 6) · WR2 · 17% of team targets · vs HOU (DvP 4, +10%) · Med confidence",0.67,10.0,17.0,7.2,0.588,19.6,8.7,0
00-0039410,Ryan Flournoy,WR,DAL,11783,26.9,2,,ACT,216.0,2024,2.0,4.75,4.683333333333334,0.06666666666666667,0.6705833333333333,6.2125,2.0,0.05,current,75% current / 25% prior,7.766666666666667,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.18,0.81,0.01,4.31,3.03,35.53,0.18,7.81,6.29,4.78,4.489999999999999,0.007,0.123,7.8,0.5,4.6,4.5,0.1,BAL,52.5,1,15.0,1.015,7.9,50% projection,3.0,3.0,0.57,Med,,"4.6 exp opps (proj 4, recent 5) · WR3 · 12% of team targets · vs BAL (DvP 15, +1%) · Med confidence",0.78,7.0,12.0,5.1,0.608,14.4,6.4,0
00-0038618,Xavier Hutchinson,WR,HOU,10218,26.3,3,,ACT,205.0,2023,2.0,6.5625,6.515625,0.046875,0.6581250000000001,6.36875,3.0,0.25,current,75% current / 25% prior,8.766666666666667,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.07,0.38,0.0,3.5,1.87,27.6,0.09,5.23,4.29,3.35,3.57,0.002,0.114,5.21,0.5,5.1,5.0,0.1,IND,42.5,0,2.0,1.112,7.8,50% projection,2.0,2.0,0.44,Med,,"5.1 exp opps (proj 4, recent 7) · WR2 · 11% of team targets · vs IND (DvP 2, +11%) · Med confidence",0.72,8.0,16.0,4.5,0.622,14.4,5.2,0
00-0039901,Keon Coleman,WR,BUF,11637,23.4,2,Questionable,ACT,33.0,2024,2.0,3.854166666666667,3.854166666666667,0.0,0.63,7.158333333333333,5.0,0.24,current,75% current / 25% prior,7.433333333333334,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.04,0.17,0.0,4.12,2.49,34.43,0.18,7.06,5.82,4.57,4.16,0.001,0.135,7.03,0.5,4.0,4.0,0.0,LAC,50.5,1,8.0,1.068,7.7,50% projection,3.0,3.0,0.39,Low,QUESTIONABLE,"4.0 exp opps (proj 4, recent 4) · WR3 · 14% of team targets · vs LAC (DvP 8, +7%) · Low confidence · QUESTIONABLE",0.757,6.0,13.0,4.8,0.683,13.2,6.8,1
00-0040170,Elic Ayomanor,WR,TEN,12499,23.3,1,,ACT,136.0,2025,2.0,3.640625,3.640625,0.0,0.59515625,8.1953125,-0.0,0.01,current,75% current / 25% prior,8.333333333333334,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,3.09,1.46,22.3,0.14,4.53,3.8,3.07,3.09,,0.103,4.53,0.5,3.4,3.4,0.0,NYG,38.5,0,9.0,1.06,6.8,50% projection,4.0,4.0,0.51,Med,,"3.4 exp opps (proj 3, recent 4) · WR4 · 10% of team targets · vs NYG (DvP 9, +6%) · Med confidence",0.943,7.0,18.0,5.3,0.774,13.7,7.8,0
00-0040727,Tre Harris,WR,LAC,12509,24.6,1,,ACT,55.0,2025,2.0,4.078125,4.046875,0.03125,0.7118749999999999,5.321875,-3.0,0.07,current,75% current / 25% prior,5.366666666666667,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.12,0.63,0.0,4.78,2.77,35.06,0.13,7.12,5.73,4.35,4.9,0.005,0.154,7.12,0.5,4.5,4.4,0.1,BUF,50.5,0,5.0,1.09,6.8,50% projection,3.0,3.0,0.5,Med,,"4.5 exp opps (proj 5, recent 4) · WR3 · 15% of team targets · vs BUF (DvP 5, +9%) · Med confidence",0.847,5.0,14.0,3.4,0.613,8.2,4.5,0
00-0038608,Kayshon Boutte,WR,HOU,9504,24.4,3,,ACT,187.0,2023,2.0,3.446428571428571,3.446428571428571,0.0,0.61125,5.891071428571429,3.0,0.26,current,75% current / 25% prior,4.733333333333333,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,4.13,2.41,38.29,0.19,7.37,6.16,4.95,4.13,,0.134,7.38,0.5,3.8,3.8,0.0,IND,42.5,0,2.0,1.112,6.7,50% projection,3.0,3.0,0.5,Med,,"3.8 exp opps (proj 4, recent 3) · WR3 · 13% of team targets · vs IND (DvP 2, +11%) · Med confidence",0.767,4.0,15.0,3.5,0.691,16.4,5.8,0
00-0041040,Antonio Williams,WR,WAS,13301,22.2,0,,ACT,71.0,2026,2.0,3.5,3.5,0.0,0.43,10.899999999999999,-1.0,0.12,current,75% current / 25% prior,10.899999999999999,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.11,0.45,0.0,2.68,1.59,18.85,0.11,4.19,3.4,2.61,2.79,0.004,0.098,4.18,0.5,3.1,3.1,0.1,SEA,40.5,1,32.0,0.888,6.7,50% projection,3.0,3.0,0.48,Med,,"3.1 exp opps (proj 3, recent 4) · WR3 · 10% of team targets · vs SEA (DvP 32, -11%) · Med confidence",0.43,3.5,1.0,3.0,0.49,15.3,10.9,0
00-0036259,Jauan Jennings,WR,MIN,7049,29.2,6,,ACT,217.0,2020,1.0,2.25,2.25,0.0,0.5651666666666666,2.8883333333333336,0.0,0.0,current,75% current / 25% prior,6.566666666666666,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,3.51,2.2,28.5,0.33,7.05,5.95,4.84,3.51,,0.119,7.03,0.75,3.2,3.2,0.0,TB,42.5,0,24.0,0.948,6.6,75% projection,3.0,3.0,0.38,Low,,"3.2 exp opps (proj 4, recent 2) · WR3 · 12% of team targets · vs TB (DvP 24, -5%) · Low confidence",0.867,7.333,16.0,5.7,0.799,18.4,10.8,0
00-0039451,Isaiah Williams,WR,NYJ,11608,25.7,2,,ACT,,2024,2.0,3.65,3.225,0.425,0.6228333333333333,5.699166666666667,6.0,0.22,current,75% current / 25% prior,6.633333333333333,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.2,1.22,0.01,3.0,2.3,20.01,0.1,5.05,3.9,2.75,3.2,0.008,0.102,5.08,0.5,3.4,3.1,0.3,DET,47.5,0,1.0,1.12,6.6,50% projection,3.0,3.0,0.53,Med,,"3.4 exp opps (proj 3, recent 4) · WR3 · 10% of team targets · vs DET (DvP 1, +12%) · Med confidence",0.687,5.667,10.0,4.6,0.616,9.5,1.6,1
00-0040134,Pat Bryant,WR,DEN,12492,23.8,1,,ACT,74.0,2025,2.0,3.9423076923076925,3.5673076923076925,0.375,0.6004807692307692,5.1134615384615385,-4.0,0.07,current,75% current / 25% prior,5.633333333333333,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.09,0.55,0.0,4.63,2.9,33.49,0.18,7.38,5.93,4.48,4.72,0.003,0.145,7.38,0.5,4.3,4.1,0.2,LA,44.5,1,17.0,1.0,6.5,50% projection,4.0,4.0,0.5,Med,,"4.3 exp opps (proj 5, recent 4) · WR4 · 14% of team targets · vs LA (DvP 17, +0%) · Med confidence",0.637,6.333,13.0,4.1,0.579,10.9,5.3,0
00-0033908,Cooper Kupp,WR,SEA,4039,33.3,9,Questionable,ACT,69.0,2017,2.0,2.96875,2.96875,0.0,0.6426562499999999,5.3796875,-1.0,-0.35,current,75% current / 25% prior,4.8,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.07,0.38,0.0,3.7,2.4,34.93,0.21,7.21,6.01,4.81,3.77,0.002,0.13,7.19,0.5,3.4,3.3,0.0,WAS,40.5,0,6.0,1.082,6.5,50% projection,3.0,3.0,0.33,Low,QUESTIONABLE,"3.4 exp opps (proj 4, recent 3) · WR3 · 13% of team targets · vs WAS (DvP 6, +8%) · Low confidence · QUESTIONABLE",0.86,5.667,18.0,4.2,0.739,11.9,5.5,0
00-0041523,Caleb Douglas,WR,MIA,13296,23.0,0,Questionable,ACT,75.0,2026,2.0,5.0,5.0,0.0,0.885,9.15,-4.0,-0.05,current,75% current / 25% prior,9.15,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.05,0.19,0.0,2.82,1.77,23.02,0.11,4.74,3.86,2.97,2.8699999999999997,0.002,0.117,4.75,0.5,3.9,3.9,0.0,KC,46.5,1,30.0,0.902,6.3,50% projection,2.0,2.0,0.32,Low,QUESTIONABLE,"3.9 exp opps (proj 3, recent 5) · WR2 · 12% of team targets · vs KC (DvP 30, -10%) · Low confidence · QUESTIONABLE",0.885,5.0,2.0,5.0,0.885,13.4,9.2,0
