gsis_id,name,position,team,sleeper_id,age,years_exp,injury_status,nfl_status,draft_number,rookie_year,games,avg_opps,avg_targets,avg_carries,avg_snap_pct,avg_fpts,trend_opps,trend_snap,trend_season,baseline_source,trail_pts,season,week,source,pulled_at,proj_pass_att,proj_pass_yds,proj_pass_tds,proj_pass_int,proj_carries,proj_rush_yds,proj_rush_tds,proj_targets,proj_rec,proj_rec_yds,proj_rec_tds,proj_pts_ppr,proj_pts_half,proj_pts_std,proj_opps,proj_carry_share,proj_target_share,proj_pts_league,w_proj,E_opps,E_targets,E_carries,opponent,total_line,home,dvp_rank,mult,E_pts,pts_mix,depth_rank,prev_rank,confidence,conf,flag,why,peak_snap_3g,peak_opps_3g,role_games,role_opps,role_snap,ceiling_pts,median_pts,trending_add
00-0034365,Ian Thomas,TE,LV,4995,30.3,8,,ACT,101.0,2018,1.0,1.1111111111111112,1.1111111111111112,0.0,0.4672222222222222,2.2527777777777778,0.0,0.0,current,75% current / 25% prior,2.533333333333333,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.32,0.23,1.97,0.01,0.51,0.39,0.28,0.32,,0.011,0.49,0.75,0.5,0.5,0.0,NO,43.5,0,17.0,1.0,1.0,75% projection,3.0,3.0,0.17,Low,,"0.5 exp opps (proj 0, recent 1) · TE3 · 1% of team targets · vs NO (DvP 17, +0%) · Low confidence",0.54,2.333,6.0,1.8,0.538,5.3,2.0,0
00-0041510,Max Klare,TE,LA,13278,23.2,0,,ACT,61.0,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.68,0.43,4.04,0.02,0.97,0.76,0.54,0.68,,0.021,0.95,1.0,0.7,0.7,0.0,DEN,44.5,0,23.0,0.955,0.9,projection only,5.0,5.0,0.36,Low,,"0.7 exp opps (proj 1) · TE5 · 2% of team targets · vs DEN (DvP 23, -5%) · Low confidence",,,,,,,,0
00-0037755,Jelani Woods,TE,NYJ,8219,28.0,4,,ACT,73.0,2022,0.0,1.5,1.5,0.0,0.275,0.7,-1.0,0.15,prior,prior season only,0.7,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.51,0.31,3.53,0.03,0.82,0.67,0.51,0.51,,0.017,0.84,1.0,0.5,0.5,0.0,DET,47.5,0,1.0,1.12,0.9,projection only,5.0,5.0,0.2,Low,,"0.5 exp opps (proj 1, recent 2) · TE5 · 2% of team targets · vs DET (DvP 1, +12%) · Low confidence",0.275,1.5,0.0,,,1.3,0.7,0
00-0033576,Eric Saubert,TE,SEA,4189,32.4,9,,ACT,174.0,2017,2.0,0.5694444444444444,0.5694444444444444,0.0,0.26944444444444443,0.25277777777777777,1.0,0.04,current,75% current / 25% prior,1.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.26,0.18,1.83,0.01,0.45,0.36,0.27,0.26,,0.009,0.42,0.5,0.4,0.4,0.0,WAS,40.5,0,3.0,1.105,0.8,50% projection,2.0,2.0,0.55,Med,,"0.4 exp opps (proj 0, recent 1) · TE2 · 1% of team targets · vs WAS (DvP 3, +10%) · Med confidence",0.533,1.667,4.0,1.5,0.52,2.2,0.0,0
00-0036429,Charlie Woerner,TE,ATL,7075,28.9,6,,ACT,190.0,2020,1.0,1.0714285714285714,1.0714285714285714,0.0,0.5082142857142857,0.4571428571428572,0.0,0.0,current,75% current / 25% prior,0.43333333333333335,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.43,0.33,2.56,0.02,0.71,0.55,0.38,0.43,,0.016,0.71,0.75,0.6,0.6,0.0,GB,42.5,0,15.0,1.015,0.7,75% projection,2.0,2.0,0.32,Low,,"0.6 exp opps (proj 0, recent 1) · TE2 · 2% of team targets · vs GB (DvP 15, +1%) · Low confidence",0.713,2.0,7.0,1.3,0.603,3.9,0.9,0
00-0038589,Josh Whyle,TE,GB,10212,27.0,3,,ACT,147.0,2023,0.0,1.0,1.0,0.0,0.5116666666666667,2.433333333333333,-0.0,0.07,prior,prior season only,2.1,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.32,0.26,2.09,0.02,0.57,0.45,0.32,0.32,,0.01,0.59,1.0,0.3,0.3,0.0,ATL,42.5,1,5.0,1.09,0.6,projection only,3.0,3.0,0.19,Low,,"0.3 exp opps (proj 0, recent 1) · TE3 · 1% of team targets · vs ATL (DvP 5, +9%) · Low confidence",0.597,1.0,5.0,1.0,0.542,5.2,1.6,0
00-0034613,Tanner Hudson,TE,CIN,5409,31.9,8,,DEV,,2018,1.0,1.35,1.35,0.0,0.11950000000000001,2.2449999999999997,0.0,0.0,current,75% current / 25% prior,2.6333333333333333,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,0.75,0.3,0.3,0.0,PIT,42.5,0,30.0,0.902,0.6,75% projection,,,0.0,Low,,"0.3 exp opps (proj 0, recent 1) · vs PIT (DvP 30, -10%) · Low confidence",0.253,3.0,0.0,,,8.4,4.6,0
00-0041579,Seydou Traore,TE,MIA,13429,24.1,0,,ACT,180.0,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.28,0.2,2.03,0.01,0.48,0.38,0.28,0.28,,0.012,0.46,1.0,0.3,0.3,0.0,KC,46.5,1,9.0,1.06,0.5,projection only,3.0,3.0,0.36,Low,,"0.3 exp opps (proj 0) · TE3 · 1% of team targets · vs KC (DvP 9, +6%) · Low confidence",,,,,,,,0
00-0036556,Brevin Jordan,TE,HOU,7568,26.2,5,,ACT,147.0,2021,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.25,0.18,1.85,0.01,0.43,0.34,0.25,0.25,,0.008,0.43,1.0,0.2,0.2,0.0,IND,42.5,0,6.0,1.082,0.5,projection only,5.0,5.0,0.36,Low,,"0.2 exp opps (proj 0) · TE5 · 1% of team targets · vs IND (DvP 6, +8%) · Low confidence",,,,,,,,0
00-0037292,Andrew Ogletree,TE,IND,8489,28.2,4,,ACT,192.0,2022,2.0,0.8863636363636364,0.8863636363636364,0.0,0.2034090909090909,0.28863636363636364,-0.0,0.18,current,75% current / 25% prior,0.7000000000000001,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.25,0.16,1.59,0.01,0.39,0.31,0.22,0.25,,0.009,0.38,0.5,0.6,0.6,0.0,HOU,42.5,1,18.0,0.992,0.5,50% projection,3.0,3.0,0.22,Low,,"0.6 exp opps (proj 0, recent 1) · TE3 · 1% of team targets · vs HOU (DvP 18, -1%) · Low confidence",0.233,1.333,0.0,,,2.0,0.0,0
00-0041077,Justin Joly,TE,MIA,13400,22.2,0,,ACT,152.0,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.28,0.21,2.14,0.01,0.5,0.4,0.29,0.28,,0.012,0.48,1.0,0.3,0.3,0.0,KC,46.5,1,9.0,1.06,0.5,projection only,4.0,4.0,0.36,Low,,"0.3 exp opps (proj 0) · TE4 · 1% of team targets · vs KC (DvP 9, +6%) · Low confidence",,,,,,,,0
00-0039686,Colson Yankoff,TE,WAS,11942,26.6,2,,ACT,,2024,2.0,0.45,0.45,0.0,0.15899999999999997,0.9949999999999999,1.0,0.27,current,75% current / 25% prior,0.7999999999999999,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,0.5,0.2,0.2,0.0,SEA,40.5,1,8.0,1.068,0.4,50% projection,4.0,4.0,0.33,Low,,"0.2 exp opps (proj 0, recent 0) · TE4 · vs SEA (DvP 8, +7%) · Low confidence",0.193,1.0,0.0,,,2.3,0.0,0
00-0031484,Chris Manhertz,TE,NYG,3048,34.5,11,,ACT,,2015,0.0,0.5,0.5,0.0,0.28250000000000003,0.425,-0.0,0.063,prior,prior season only,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.18,0.12,1.43,0.01,0.32,0.26,0.19,0.18,,0.007,0.32,1.0,0.2,0.2,0.0,TEN,38.5,1,22.0,0.962,0.3,projection only,,,0.41,Med,,"0.2 exp opps (proj 0, recent 0) · 1% of team targets · vs TEN (DvP 22, -4%) · Med confidence",0.31,0.333,1.0,0.0,0.46,1.2,0.0,0
00-0034270,Tyler Conklin,TE,DET,5133,31.2,8,,ACT,157.0,2018,0.0,1.8333333333333333,1.6666666666666667,0.16666666666666666,0.30333333333333334,2.8833333333333333,-0.314286,-0.007429,prior,prior season only,2.9333333333333336,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.2,0.14,1.56,0.01,0.35,0.28,0.21,0.2,,0.006,0.36,1.0,0.2,0.2,0.0,NYJ,47.5,1,29.0,0.91,0.3,projection only,3.0,3.0,0.07,Low,,"0.2 exp opps (proj 0, recent 2) · TE3 · 1% of team targets · vs NYJ (DvP 29, -9%) · Low confidence",0.313,2.0,1.0,3.0,0.43,6.1,1.9,0
00-0037004,Hunter Long,TE,ARI,7535,28.1,5,,ACT,81.0,2021,2.0,0.6071428571428571,0.6071428571428571,0.0,0.36053571428571424,1.1607142857142858,0.0,-0.05,current,75% current / 25% prior,0.5333333333333333,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,0.5,0.3,0.3,0.0,SF,47.5,0,31.0,0.895,0.2,50% projection,3.0,3.0,0.24,Low,,"0.3 exp opps (proj 0, recent 1) · TE3 · vs SF (DvP 31, -10%) · Low confidence",0.687,3.0,4.0,2.5,0.665,8.3,3.2,0
00-0038564,Cameron Latu,TE,NE,10210,26.6,3,,ACT,101.0,2023,1.0,0.0,0.0,0.0,0.213,0.0,0.0,0.0,current,75% current / 25% prior,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.13,0.09,0.92,0.01,0.22,0.17,0.12,0.13,,0.004,0.24,0.75,0.1,0.1,0.0,JAX,45.5,0,16.0,1.008,0.2,75% projection,3.0,3.0,0.52,Med,,"0.1 exp opps (proj 0, recent 0) · TE3 · 0% of team targets · vs JAX (DvP 16, +1%) · Med confidence",0.207,0.0,0.0,,,0.0,0.0,0
00-0039050,Payne Durham,TE,TB,10227,26.3,3,,ACT,171.0,2023,0.0,0.5,0.5,0.0,0.28375,0.2625,0.071429,0.014405,prior,prior season only,0.7000000000000001,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.13,0.07,0.82,0.01,0.2,0.16,0.13,0.13,,0.004,0.21,1.0,0.1,0.1,0.0,MIN,42.5,1,26.0,0.932,0.2,projection only,2.0,2.0,0.5,Med,,"0.1 exp opps (proj 0, recent 0) · TE2 · 0% of team targets · vs MIN (DvP 26, -7%) · Med confidence",0.34,0.667,1.0,1.0,0.43,0.6,0.0,0
00-0039356,Ja'Tavion Sanders,TE,CAR,11600,23.5,2,,ACT,101.0,2024,0.0,2.8333333333333335,2.8333333333333335,0.0,0.5216666666666666,4.5,-0.300699,-0.005944,prior,prior season only,3.8000000000000003,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.13,0.1,0.77,0.01,0.22,0.17,0.12,0.13,,0.004,0.24,1.0,0.1,0.1,0.0,CLE,42.5,0,21.0,0.97,0.2,projection only,5.0,5.0,0.03,Low,,"0.1 exp opps (proj 0, recent 3) · TE5 · 0% of team targets · vs CLE (DvP 21, -3%) · Low confidence",0.62,4.667,10.0,2.7,0.553,8.8,3.9,0
00-0041131,Carsen Ryan,TE,CLE,13580,23.1,0,,ACT,248.0,2026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current,75% current / 25% prior,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.11,0.08,0.78,0.01,0.2,0.15,0.11,0.11,,0.004,0.22,0.75,0.1,0.1,0.0,CAR,42.5,1,25.0,0.94,0.2,75% projection,3.0,3.0,0.53,Med,,"0.1 exp opps (proj 0, recent 0) · TE3 · 0% of team targets · vs CAR (DvP 25, -6%) · Med confidence",0.0,0.0,0.0,,,0.0,0.0,0
00-0041133,Dallen Bentley,TE,DEN,13577,25.7,0,,ACT,256.0,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.13,0.1,0.93,0.01,0.23,0.18,0.13,0.13,,0.004,0.25,1.0,0.1,0.1,0.0,LA,44.5,1,27.0,0.925,0.2,projection only,4.0,4.0,0.36,Low,,"0.1 exp opps (proj 0) · TE4 · 0% of team targets · vs LA (DvP 27, -7%) · Low confidence",,,,,,,,0
00-0036876,Kylen Granson,TE,TEN,7602,28.5,5,,ACT,127.0,2021,0.0,0.75,0.75,0.0,0.26166666666666666,0.9166666666666666,0.129371,0.008881,prior,prior season only,2.3333333333333335,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.11,0.07,0.7,0.0,0.16,0.12,0.09,0.11,,0.004,0.14,1.0,0.1,0.1,0.0,NYG,38.5,0,11.0,1.045,0.1,projection only,4.0,4.0,0.22,Low,,"0.1 exp opps (proj 0, recent 1) · TE4 · 0% of team targets · vs NYG (DvP 11, +4%) · Low confidence",0.357,1.667,2.0,3.0,0.67,1.5,0.0,0
00-0041116,Jack Endries,TE,CIN,13282,22.5,0,,ACT,221.0,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.07,0.05,0.5,0.0,0.12,0.1,0.07,0.07,,0.002,0.1,1.0,0.1,0.1,0.0,PIT,42.5,0,30.0,0.902,0.1,projection only,4.0,4.0,0.36,Low,,"0.1 exp opps (proj 0) · TE4 · 0% of team targets · vs PIT (DvP 30, -10%) · Low confidence",,,,,,,,0
00-0041094,Bauer Sharp,TE,TB,13308,23.4,0,,ACT,185.0,2026,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,current,75% current / 25% prior,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.06,0.05,0.42,0.0,0.11,0.09,0.06,0.06,,0.002,0.09,0.75,0.0,0.0,0.0,MIN,42.5,1,26.0,0.932,0.1,75% projection,4.0,4.0,0.56,Med,,"0.0 exp opps (proj 0, recent 0) · TE4 · 0% of team targets · vs MIN (DvP 26, -7%) · Med confidence",0.02,0.0,0.0,,,0.0,0.0,0
00-0033757,Robert Tonyan,TE,PIT,4602,32.4,9,,ACT,,2017,0.0,0.5,0.5,0.0,0.135,0.55,1.0,-0.05,prior,prior season only,0.55,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.04,0.03,0.3,0.0,0.08,0.06,0.04,0.04,,0.001,0.06,1.0,0.0,0.0,0.0,CIN,42.5,1,4.0,1.098,0.1,projection only,3.0,3.0,0.32,Low,,"0.0 exp opps (proj 0, recent 0) · TE3 · 0% of team targets · vs CIN (DvP 4, +10%) · Low confidence",0.135,0.5,0.0,,,1.0,0.6,0
00-0040552,Joshua Simon,TE,WAS,12883,25.8,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,SEA,40.5,1,8.0,1.068,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs SEA (DvP 8, +7%) · Low confidence",,,,,,,,0
00-0036423,Albert Okwuegbunam,TE,LV,6843,28.4,6,,DEV,118.0,2020,0.0,6.0,6.0,0.0,0.46,8.6,0.0,0.0,prior,prior season only,8.6,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NO,43.5,0,17.0,1.0,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 6) · vs NO (DvP 17, +0%) · Low confidence",0.46,6.0,1.0,6.0,0.46,8.6,8.6,0
00-0032394,Nick Vannett,TE,BAL,3258,33.6,10,,DEV,94.0,2016,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,DAL,52.5,0,7.0,1.075,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs DAL (DvP 7, +7%) · Low confidence",,,,,,,,0
00-0036741,Jack Stoll,TE,SF,7946,28.7,5,,DEV,,2021,0.0,1.2222222222222223,1.2222222222222223,0.0,0.2233333333333333,1.844444444444444,0.033333,-0.012,prior,prior season only,1.0333333333333332,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,ARI,47.5,1,13.0,1.03,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 1) · vs ARI (DvP 13, +3%) · Low confidence",0.307,1.667,0.0,,,3.4,1.4,0
00-0036825,Feleipe Franks,TE,CAR,7531,28.8,5,,ACT,,2021,2.0,0.05,0.0,0.05,0.05325,0.01,0.0,-0.01,current,75% current / 25% prior,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,0.05,0.2,0.0,0.03,0.02,0.17,0.0,0.07,0.06,0.05,0.08,0.002,0.001,0.06,0.5,0.1,0.0,0.0,CLE,42.5,0,21.0,0.97,0.0,50% projection,4.0,4.0,0.58,Med,,"0.1 exp opps (proj 0, recent 0) · TE4 · 0% of team targets · vs CLE (DvP 21, -3%) · Med confidence",0.053,0.333,0.0,,,0.2,0.0,0
00-0037475,Stone Smartt,TE,NO,8583,28.0,4,,DEV,,2022,0.0,1.5,1.5,0.0,0.135,2.033333333333333,0.828571,0.062571,prior,prior season only,4.066666666666666,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,LV,43.5,1,24.0,0.948,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 2) · vs LV (DvP 24, -5%) · Low confidence",0.24,2.667,0.0,,,6.1,0.0,0
00-0037539,Lucas Krull,TE,DEN,8249,28.2,4,,DEV,,2022,0.0,2.0,2.0,0.0,0.355,1.75,-0.0,0.13,prior,prior season only,1.75,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,LA,44.5,1,27.0,0.925,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 2) · vs LA (DvP 27, -7%) · Low confidence",0.355,2.0,1.0,2.0,0.42,1.9,1.8,0
00-0037317,Nick Muse,TE,ATL,8523,27.8,4,,ACT,227.0,2022,1.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,current,75% current / 25% prior,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,0.75,0.0,0.0,0.0,GB,42.5,0,15.0,1.015,0.0,75% projection,4.0,4.0,0.6,Med,,"0.0 exp opps (proj 0, recent 0) · TE4 · vs GB (DvP 15, +1%) · Med confidence",0.08,0.0,0.0,,,0.0,0.0,0
00-0037340,Zaire Mitchell-Paden,TE,HOU,8799,27.1,4,,DEV,,2022,0.0,1.0,1.0,0.0,0.30333333333333334,1.2333333333333334,0.0,0.065,prior,prior season only,1.2333333333333334,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,IND,42.5,0,6.0,1.082,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 1) · vs IND (DvP 6, +8%) · Low confidence",0.303,1.0,0.0,,,2.2,1.3,0
00-0037348,Tanner Conner,TE,NE,8849,28.5,4,,DEV,,2022,0.0,1.875,1.875,0.0,0.32875,2.2625,-0.154762,-0.006071,prior,prior season only,2.1333333333333333,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,JAX,45.5,0,16.0,1.008,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 2) · vs JAX (DvP 16, +1%) · Low confidence",0.403,2.0,4.0,2.2,0.478,3.9,2.5,0
00-0037277,Teagan Quitoriano,TE,ARI,8227,26.5,4,,DEV,170.0,2022,0.0,0.0,0.0,0.0,0.45,0.0,0.0,-0.34,prior,prior season only,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,SF,47.5,0,31.0,0.895,0.0,projection only,,,0.6,Med,,"0.0 exp opps (proj 0, recent 0) · vs SF (DvP 31, -10%) · Med confidence",0.45,0.0,1.0,0.0,0.62,0.0,0.0,0
00-0037282,James Mitchell,TE,DAL,8170,27.1,4,,DEV,177.0,2022,0.0,1.5,1.5,0.0,0.22,2.9000000000000004,-1.0,-0.06,prior,prior season only,2.9000000000000004,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,BAL,52.5,1,20.0,0.978,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 2) · vs BAL (DvP 20, -2%) · Low confidence",0.22,1.5,0.0,,,3.5,2.9,0
00-0037311,Ko Kieft,TE,TB,8484,28.7,4,,ACT,218.0,2022,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.08,prior,prior season only,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.03,0.02,0.18,0.0,0.04,0.03,0.03,0.03,,0.001,0.04,1.0,0.0,0.0,0.0,MIN,42.5,1,26.0,0.932,0.0,projection only,3.0,3.0,0.58,Med,,"0.0 exp opps (proj 0, recent 0) · TE3 · 0% of team targets · vs MIN (DvP 26, -7%) · Med confidence",0.18,0.0,0.0,,,0.0,0.0,0
00-0038643,Brayden Willis,TE,SF,10224,26.9,3,,ACT,247.0,2023,1.0,0.041666666666666664,0.041666666666666664,0.0,0.19458333333333333,0.0,0.0,0.0,current,75% current / 25% prior,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,0.75,0.0,0.0,0.0,ARI,47.5,1,13.0,1.03,0.0,75% projection,3.0,3.0,0.57,Med,,"0.0 exp opps (proj 0, recent 0) · TE3 · vs ARI (DvP 13, +3%) · Med confidence",0.09,0.333,0.0,,,0.0,0.0,0
00-0039023,Joel Wilson,TE,TEN,11113,26.3,3,,DEV,,2023,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NYG,38.5,0,11.0,1.045,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs NYG (DvP 11, +4%) · Low confidence",,,,,,,,0
00-0039305,Jack Westover,TE,WAS,12045,27.3,2,,DEV,,2024,0.0,0.5,0.5,0.0,0.3425,0.25,0.2,-0.025,prior,prior season only,0.3333333333333333,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,SEA,40.5,1,8.0,1.068,0.0,projection only,,,0.3,Low,,"0.0 exp opps (proj 0, recent 0) · vs SEA (DvP 8, +7%) · Low confidence",0.337,0.667,1.0,0.0,0.46,0.7,0.0,0
00-0039275,Messiah Swinson,TE,CLE,12154,26.4,2,,DEV,,2024,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,CAR,42.5,1,25.0,0.94,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs CAR (DvP 25, -6%) · Low confidence",,,,,,,,0
00-0036332,Josiah Deguara,TE,PHI,7050,29.6,6,,DEV,94.0,2020,0.0,0.7142857142857143,0.7142857142857143,0.0,0.10857142857142857,1.5857142857142856,0.214286,0.02,prior,prior season only,3.1666666666666665,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,CHI,41.5,0,19.0,0.985,0.0,projection only,,,0.17,Low,,"0.0 exp opps (proj 0, recent 1) · vs CHI (DvP 19, -2%) · Low confidence",0.143,1.0,0.0,,,4.8,0.0,0
00-0039458,Brenden Bates,TE,JAX,12374,26.9,2,,DEV,,2024,0.0,1.0,1.0,0.0,0.36,1.7600000000000002,-0.1,0.077,prior,prior season only,1.5,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NE,45.5,1,28.0,0.918,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 1) · vs NE (DvP 28, -8%) · Low confidence",0.453,1.0,3.0,1.0,0.453,3.7,1.6,0
00-0039489,Hayden Rucci,TE,LAC,12389,25.7,2,,ACT,,2024,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,prior,prior season only,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,BUF,50.5,0,14.0,1.022,0.0,projection only,3.0,2.0,0.6,Med,,"0.0 exp opps (proj 0, recent 0) · TE3 · vs BUF (DvP 14, +2%) · Med confidence",0.16,0.0,0.0,,,0.0,0.0,0
00-0039518,Treyton Welch,TE,NO,12079,25.7,2,,ACT,,2024,1.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,current,75% current / 25% prior,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,0.75,0.0,0.0,0.0,LV,43.5,1,24.0,0.948,0.0,75% projection,4.0,4.0,0.6,Med,,"0.0 exp opps (proj 0, recent 0) · TE4 · vs LV (DvP 24, -5%) · Med confidence",0.11,0.0,0.0,,,0.0,0.0,0
00-0039631,Cam Grandy,TE,MIN,12062,26.8,2,,DEV,,2024,0.0,1.0,1.0,0.0,0.145,1.35,-0.0,-0.13,prior,prior season only,1.35,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,TB,42.5,0,2.0,1.112,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 1) · vs TB (DvP 2, +11%) · Low confidence",0.145,1.0,0.0,,,1.6,1.4,0
00-0039648,David Martin-Robinson,TE,TEN,12357,26.7,2,,ACT,,2024,0.0,0.5454545454545454,0.5454545454545454,0.0,0.15636363636363637,1.1818181818181819,0.145455,0.028273,prior,prior season only,1.4333333333333333,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NYG,38.5,0,11.0,1.045,0.0,projection only,3.0,3.0,0.27,Low,,"0.0 exp opps (proj 0, recent 1) · TE3 · vs NYG (DvP 11, +4%) · Low confidence",0.273,1.333,1.0,3.0,0.41,2.4,0.0,0
00-0039550,Shawn Bowman,TE,ARI,12217,26.4,2,,DEV,,2024,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,SF,47.5,0,31.0,0.895,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs SF (DvP 31, -10%) · Low confidence",,,,,,,,0
