gsis_id,sleeper_id,espn_id,pfr_id,name,team,position,age,years_exp,rookie_year,draft_number,nfl_status,injury_status,injury_note,injury_body_part,injury_start_date,practice_participation,practice_description,news_updated,sleeper_depth_order,sleeper_status,sleeper_active
00-0039021,10235,4426386,JohnRo07,Roschon Johnson,CHI,RB,25.6,3,2023,115.0,ACT,,,,,,,1788877549423.0,3.0,Active,True
00-0039023,11113,,,Joel Wilson,TEN,TE,26.2,3,2023,,DEV,,,,,,,1788482416633.0,,Active,True
00-0039032,9508,4428557,SpeaTy00,Tyjae Spears,TEN,RB,25.2,3,2023,81.0,ACT,,,,,,,1788791139490.0,2.0,Active,True
00-0039040,9226,4429160,AchaDe00,De'Von Achane,MIA,RB,24.9,3,2023,84.0,ACT,,,,,,,1788804041034.0,1.0,Active,True
00-0039041,10231,4426844,HiggEl00,Elijah Higgins,ARI,TE,25.9,3,2023,197.0,ACT,,,,,,,1787976942822.0,2.0,Active,True
00-0039050,10227,4372505,DurhPa00,Payne Durham,TB,TE,26.2,3,2023,171.0,ACT,,,,,,,1780442450327.0,2.0,Active,True
00-0039052,9492,4426407,PalmTr00,Trey Palmer,NO,WR,25.4,3,2023,191.0,DEV,,,,,,,1788400836593.0,,Active,True
00-0039062,10225,4426485,MingJo00,Jonathan Mingo,DAL,WR,25.4,3,2023,39.0,ACT,,,,,,,1785362413055.0,5.0,Active,True
00-0039064,9997,4429615,FlowZa00,Zay Flowers,BAL,WR,26.0,3,2023,22.0,ACT,Questionable,,Undisclosed,,,,1788991248013.0,1.0,Active,True
00-0039065,10859,4430027,LaPoSa01,Sam LaPorta,DET,TE,25.7,3,2023,34.0,ACT,,,,,,,1788985247984.0,1.0,Active,True
00-0039066,9482,4429086,MayeMi00,Michael Mayer,LV,TE,25.2,3,2023,35.0,ACT,,,,,,,1788985545679.0,2.0,Active,True
00-0039067,10229,4428331,RiceRa01,Rashee Rice,KC,WR,26.4,3,2023,55.0,ACT,,,,,,,1788574524467.0,1.0,Active,True
00-0039074,10214,4426553,AlleDa02,Davis Allen,LA,TE,25.6,3,2023,175.0,ACT,,,,,,,1788914422194.0,4.0,Active,True
00-0039075,9493,4426515,NacuPu00,Puka Nacua,LA,WR,25.3,3,2023,177.0,ACT,,,,,,,1788914721542.0,1.0,Active,True
00-0039107,10857,4259553,BennSt00,Stetson Bennett,LA,QB,28.9,3,2023,128.0,ACT,,,,,,,1787898657558.0,2.0,Active,True
00-0039139,9221,4429795,GibbJa01,Jahmyr Gibbs,DET,RB,24.5,3,2023,12.0,ACT,,,,,,,1788579313547.0,1.0,Active,True
00-0039144,9481,4428085,MusgLu00,Luke Musgrave,GB,TE,26.0,3,2023,42.0,RES,PUP,,Undisclosed,,,,1788297321695.0,4.0,Active,True
00-0039146,10222,4362249,ReedJa03,Jayden Reed,GB,WR,26.4,3,2023,50.0,ACT,,,,,,,1788494716945.0,2.0,Active,True
00-0039150,9228,4685720,YounBr01,Bryce Young,CAR,QB,25.1,3,2023,1.0,ACT,,,,,,,1788486916319.0,1.0,Active,True
00-0039152,9999,4361418,LeviWi00,Will Levis,TEN,QB,27.2,3,2023,33.0,CUT,,,,,,,1788474908137.0,,Active,True
00-0039163,9758,4432577,StroCJ00,C.J. Stroud,HOU,QB,24.9,3,2023,2.0,ACT,,,,,,,1788930922981.0,1.0,Active,True
00-0039164,9229,4429084,RichAn03,Anthony Richardson,IND,QB,24.3,3,2023,4.0,ACT,,,,,,,1788451805665.0,2.0,Active,True
00-0039165,9753,4426385,CharZa00,Zach Charbonnet,SEA,RB,25.7,3,2023,52.0,RES,PUP,Surgery,Knee - ACL,,,,1788821443059.0,4.0,Active,True
00-0039236,11636,4686104,WilsJo03,Johnny Wilson,PHI,WR,25.4,2,2024,185.0,RES,IR,,Knee,,,,1787436026537.0,9.0,Inactive,True
00-0039244,11963,4698191,CollCh01,Chris Collier,LV,RB,26.5,2,2024,,RES,IR,,Undisclosed,,,,1785714958620.0,7.0,Inactive,True
00-0039259,11964,4428763,WadeDa00,Dayton Wade,BAL,WR,26.0,2,2024,,CUT,,,,,,,1788212414806.0,,Active,True
00-0039263,12070,4372741,CastMc00,McCallan Castles,GB,TE,26.8,2,2024,,RES,Questionable,,Undisclosed,,,,1788217815166.0,,Active,True
00-0039266,11649,4429012,MiltKe01,Kendall Milton,CIN,RB,24.6,2,2024,,DEV,,,,,,,1788309624516.0,,Active,True
00-0039275,12154,,,Messiah Swinson,CLE,TE,26.4,2,2024,,DEV,,,,,,,1788363931970.0,,Active,True
00-0039299,12048,4429835,HolaGe00,George Holani,SEA,RB,26.7,2,2024,,ACT,,,,,,,1788874248965.0,2.0,Active,True
00-0039305,12045,4361100,WestJa01,Jack Westover,WAS,TE,27.3,2,2024,,DEV,,,,,,,1788483316581.0,,Active,True
00-0039325,11582,4714365,SteeCa00,Carson Steele,PHI,RB,23.9,2,2024,,DEV,,,,,,,1788405935915.0,,Active,True
00-0039329,12151,,,Julian Hicks,SEA,WR,26.9,2,2024,,DEV,,,,,,,1788409538331.0,,Active,True
00-0039337,11632,4595348,NabeMa00,Malik Nabers,NYG,WR,23.1,2,2024,6.0,ACT,Questionable,Surgery,Knee - ACL,,,,1788984345767.0,1.0,Active,True
00-0039338,11604,4432665,BoweBr01,Brock Bowers,LV,TE,23.7,2,2024,13.0,ACT,Doubtful,Surgery,Knee - Meniscus,,,,1788984945628.0,1.0,Active,True
00-0039342,11626,4430034,LegeXa00,Xavier Legette,CAR,WR,25.6,2,2024,32.0,ACT,,,,,,,1788983446003.0,3.0,Active,True
00-0039344,11583,4678008,BrooJo02,Jonathon Brooks,CAR,RB,23.1,2,2024,46.0,ACT,Questionable,,Undisclosed,,,,1788987046492.0,2.0,Active,True
00-0039355,11650,4426948,McCaLu00,Luke McCaffrey,WAS,WR,25.4,2,2024,100.0,ACT,,,,,,,1787983243545.0,7.0,Active,True
00-0039356,11600,4431588,SandJa01,Ja'Tavion Sanders,CAR,TE,23.5,2,2024,101.0,ACT,,,,,,,1788745834631.0,3.0,Active,True
00-0039359,11599,4426496,StovCa00,Cade Stover,HOU,TE,26.2,2,2024,123.0,ACT,,,,,,,1780438850031.0,3.0,Active,True
00-0039361,11584,4596448,IrviBu00,Bucky Irving,TB,RB,24.1,2,2024,125.0,ACT,,,,,,,1788532220774.0,1.0,Active,True
00-0039363,11651,4372561,GuerIs00,Isaac Guerendo,SF,RB,26.2,2,2024,129.0,RES,PUP,Surgery,Pectoral,,,,1788133858130.0,6.0,Active,True
00-0039364,11729,4912274,VakiSi00,Sione Vaki,DET,RB,25.1,2,2024,132.0,ACT,,,,,,,1788897651636.0,3.0,Active,True
00-0039365,11616,4575665,CowiJa00,Jacob Cowing,SF,WR,25.6,2,2024,135.0,ACT,,,,,,,1788913822092.0,5.0,Active,True
00-0039373,11579,4569682,EstiAu00,Audric Estimé,NO,RB,23.0,2,2024,147.0,ACT,Questionable,,Thigh,,,,1788990347744.0,3.0,Active,True
00-0039376,11562,4426339,RattSp00,Spencer Rattler,NO,QB,25.9,2,2024,150.0,ACT,,,,,,,1788060351089.0,3.0,Active,True
00-0039379,11633,4428678,ThraJa01,Jamari Thrash,CLE,WR,25.7,2,2024,156.0,RES,IR,,Undisclosed,,,,1786228233190.0,7.0,Inactive,True
00-0039384,11655,4360516,TracTy00,Tyrone Tracy Jr.,NYG,RB,26.8,2,2024,166.0,ACT,,,,,,,1788987046493.0,3.0,Active,True
00-0039386,11748,4427985,MeanBu00,Bub Means,NO,WR,25.7,2,2024,170.0,CUT,,,,,,,1788910821901.0,,Active,True
00-0039391,11647,4430968,VidaKi00,Kimani Vidal,LAC,RB,25.0,2,2024,181.0,ACT,,,,,,,1788749135008.0,3.0,Active,True
00-0039392,11808,4427575,JackJh00,Jha'Quan Jackson,TB,WR,26.3,2,2024,182.0,CUT,,,,,,,1788044450618.0,,Active,True
00-0039394,11806,4428796,WashCa01,Casey Washington,CAR,WR,25.5,2,2024,187.0,DEV,,,,,,,1788309624501.0,,Active,True
00-0039397,11802,4875912,PalmTe00,Tejhaun Palmer,NE,WR,26.3,2,2024,191.0,CUT,,,,,,,1785916829232.0,,Active,True
00-0039398,11557,4360698,MiltJo00,Joe Milton III,DAL,QB,26.5,2,2024,193.0,DEV,,,,,,,1788408638215.0,,Active,True
00-0039405,11588,4429939,JordJa00,Jawhar Jordan,HOU,RB,27.1,2,2024,205.0,DEV,,,,,,,1788272118990.0,,Active,True
00-0039407,11574,4366963,LaubDy00,Dylan Laube,LV,RB,26.7,2,2024,208.0,ACT,,,,,,,1788620117797.0,4.0,Active,True
00-0039410,11783,5083754,FlouRy00,Ryan Flournoy,DAL,WR,26.9,2,2024,216.0,ACT,,,,,,,1788831644076.0,3.0,Active,True
00-0039420,11605,4429262,BellJa00,Jaheim Bell,PIT,TE,25.2,2,2024,231.0,CUT,,,,,,,1787957139828.0,,Active,True
00-0039424,11834,4569559,VeleDe00,Devaughn Vele,NO,WR,28.7,2,2024,235.0,ACT,,,,,,,1788984645640.0,2.0,Active,True
00-0039437,11815,4426479,JohnCo02,Cornelius Johnson,BAL,WR,25.8,2,2024,253.0,CUT,,,,,,,1767668109198.0,,Active,True
00-0039451,11608,4569371,WillIs03,Isaiah Williams,NYJ,WR,25.6,2,2024,,ACT,,,,,,,1786895112830.0,4.0,Active,True
00-0039464,11931,4368343,ReedAu00,Austin Reed,BAL,QB,26.5,2,2024,,CUT,,,,,,,1788035449058.0,,Active,True
00-0039466,12036,4579554,WheeIa00,Ian Wheeler,BUF,RB,25.0,2,2024,,CUT,,,,,,,1781818522733.0,,Active,True
00-0039471,11573,4429805,GoreFr01,Frank Gore Jr.,BUF,RB,24.5,2,2024,,DEV,,,,,,,1788305123986.0,,Active,True
00-0039473,11969,4385430,JohnXa00,Xavier Johnson,CIN,WR,27.3,2,2024,,CUT,,,,,,,1767658508611.0,,Active,True
00-0039489,12389,4428396,RuccHa00,Hayden Rucci,JAX,TE,25.6,2,2024,,DEV,,,,,,,1788363331569.0,,Active,True
00-0039491,11646,4695883,CokeJa01,Jalen Coker,CAR,WR,24.9,2,2024,,ACT,,,,,,,1788791439625.0,2.0,Active,True
00-0039518,12079,,,Treyton Welch,NO,TE,25.7,2,2024,,DEV,,,,,,,1788393334759.0,,Active,True
00-0039521,11921,4428811,WeavXa00,Xavier Weaver,ARI,WR,25.9,2,2024,,CUT,Questionable,,Hamstring,,,,1788305423771.0,,Inactive,True
00-0039530,11593,4360967,SpanBr00,Brevyn Spann-Ford,DAL,TE,26.7,2,2024,,ACT,,,,,,,1784767205726.0,3.0,Active,True
00-0039534,11851,4362260,BradCa02,Carter Bradley,JAX,QB,26.5,2,2024,,RES,Questionable,,Thumb,,,,1788991246665.0,,Inactive,True
00-0039550,12217,,,Shawn Bowman,ARI,TE,26.3,2,2024,,DEV,,,,,,,1788238517358.0,,Active,True
00-0039577,11648,4428512,SlovKe00,Kedon Slovis,GB,QB,25.4,2,2024,,DEV,,,,,,,1788364531548.0,,Active,True
00-0039589,11994,5097554,JohnKa01,Kameron Johnson,TB,WR,24.5,2,2024,,ACT,,,,,,,1782249623954.0,6.0,Active,True
00-0039603,12171,4373273,BrooBr01,British Brooks,HOU,RB,26.8,2,2024,,ACT,Questionable,,Hand,,,,1787616042171.0,3.0,Active,True
00-0039623,11895,4573697,TiptMa00,Mason Tipton,NO,WR,25.9,2,2024,,RES,PUP,,Groin,,,,1788201914889.0,9.0,Active,True
00-0039626,12210,5192448,BurgCo00,Cole Burgess,PIT,WR,26.6,2,2024,,RES,IR,,Undisclosed,,,,1785977142507.0,9.0,Inactive,True
00-0039631,12062,4700712,GranCa00,Cam Grandy,MIN,TE,26.8,2,2024,,DEV,,,,,,,1788333927894.0,,Active,True
00-0039648,12357,4360978,MartDa01,David Martin-Robinson,TEN,TE,26.7,2,2024,,ACT,,,,,,,1768025102697.0,5.0,Active,True
00-0039650,11959,4362617,OlivBr02,Bryce Oliver,CLE,WR,26.3,2,2024,,DEV,,,,,,,1788911122027.0,,Active,True
00-0039652,12356,4432545,SmalJa00,Jabari Small,DET,RB,24.6,2,2024,,CUT,,,,,,,1788853848514.0,,Active,True
00-0039677,11376,4361994,HartSa00,Sam Hartman,WAS,QB,27.1,2,2024,,DEV,,,,,,,,,,
00-0039679,,,,Ben Nikkel,IND,WR,25.3,2,2024,,CUT,,,,,,,,,,
00-0039686,11942,4361088,YankCo00,Colson Yankoff,WAS,TE,26.5,2,2024,,ACT,,,,,,,1781220047876.0,4.0,Active,True
00-0039702,12068,4911517,PlinMa00,Mason Pline,KC,TE,26.6,2,2024,,CUT,,,,,,,1788128158831.0,,Active,True
00-0039703,11644,4391845,SchrCo00,Cody Schrader,DEN,RB,27.0,2,2024,,DEV,,,,,,,1788310224492.0,,Active,True
00-0039710,11911,4360637,JoneJe01,Jeshaun Jones,MIN,WR,26.7,2,2024,,RES,Sus,,Suspension,,,,1787935528630.0,5.0,Active,True
00-0039722,,,,JaQuae Jackson,LAC,WR,26.6,2,2024,,CUT,,,,,,,,,,
00-0039732,11563,4426338,NixxBo00,Bo Nix,DEN,QB,26.5,2,2024,12.0,ACT,,,,,,,1788486316132.0,1.0,Active,True
00-0039737,11716,4696700,ReimTi00,Tip Reiman,ARI,TE,25.0,2,2024,82.0,RES,PUP,,Ankle,,,,1788301823743.0,5.0,Active,True
00-0039738,11586,4429096,CoruBl00,Blake Corum,LA,RB,25.8,2,2024,83.0,ACT,,,,,,,1788372931363.0,2.0,Active,True
00-0039739,11630,4431492,WilsRo02,Roman Wilson,PIT,WR,25.2,2,2024,84.0,ACT,,,,,,,1788388233663.0,4.0,Active,True
00-0039746,11577,4431545,ShipWi00,Will Shipley,PHI,RB,24.0,2,2024,127.0,ACT,,,,,,,1788636023946.0,3.0,Active,True
00-0039751,11623,4569382,WhitJo04,Jordan Whittington,LA,WR,25.9,2,2024,213.0,ACT,,,,,,,1787339727345.0,6.0,Active,True
00-0039754,11820,4361112,CulpDe00,Devin Culp,TB,TE,26.6,2,2024,246.0,CUT,,,,,,,1788409838361.0,,Active,True
00-0039792,11629,4696882,WalkDe01,Devontez Walker,BAL,WR,25.2,2,2024,113.0,ACT,Questionable,,Undisclosed,,,,1788991846846.0,4.0,Active,True
00-0039793,11603,4576297,BarnAJ00,AJ Barner,SEA,TE,24.4,2,2024,121.0,ACT,,,,,,,1788965426417.0,1.0,Active,True
00-0039794,11576,4685247,AlleBr05,Braelon Allen,NYJ,RB,22.6,2,2024,134.0,ACT,,,,,,,1788813342066.0,2.0,Active,True
00-0039796,11570,4690013,AlixRa00,Rasheen Ali,BAL,RB,25.6,2,2024,165.0,ACT,,,,,,,1787985343951.0,3.0,Active,True
00-0039798,11571,4695404,DaviIs00,Isaiah Davis,NYJ,RB,24.5,2,2024,173.0,ACT,,,,,,,1788990046650.0,3.0,Active,True
00-0039811,11581,4429023,LloyMa00,MarShawn Lloyd,GB,RB,25.7,2,2024,88.0,ACT,,,,,,,1788964526354.0,1.0,Active,True
00-0039814,11592,4427834,AllxEr00,Erick All,CIN,TE,26.0,2,2024,115.0,ACT,,,,,,,1785445823666.0,2.0,Active,True
00-0039816,11762,4429684,GoulAn00,Anthony Gould,IND,WR,25.4,2,2024,142.0,DEV,,,,,,,1788313524684.0,,Active,True
00-0039824,11595,4430723,WileJa00,Jared Wiley,KC,TE,25.9,2,2024,131.0,ACT,,,,,,,1781220047811.0,3.0,Active,True
00-0039843,12267,,,Qadir Ismail,CHI,TE,26.6,2,2024,,DEV,,,,,,,1788394535073.0,,Active,True
00-0039847,11597,4429148,JohnTh00,Theo Johnson,NYG,TE,25.5,2,2024,107.0,ACT,,,,,,,1788987646352.0,2.0,Active,True
00-0039849,11628,4432708,HarrMa09,Marvin Harrison Jr.,ARI,WR,24.1,2,2024,4.0,ACT,,,,,,,1788713131313.0,1.0,Active,True
00-0039851,11564,4431452,MayeDr00,Drake Maye,NE,QB,24.0,2,2024,3.0,ACT,,,,,,,1788931222935.0,1.0,Active,True
00-0039855,11618,4430834,McMiJa01,Jalen McMillan,TB,WR,24.8,2,2024,92.0,ACT,Questionable,,Calf,,,,1788993048148.0,3.0,Active,True
00-0039868,11627,4431280,FranTr00,Troy Franklin,DEN,WR,23.6,2,2024,102.0,ACT,,,,,,,1788469507396.0,5.0,Active,True
00-0039874,11643,4682745,WrigJa04,Jaylen Wright,MIA,RB,23.4,2,2024,120.0,ACT,,,,,,,1788641124342.0,2.0,Active,True
00-0039875,11575,4429501,DaviRa04,Ray Davis,BUF,RB,26.8,2,2024,128.0,ACT,,,,,,,1788836744570.0,3.0,Active,True
00-0039880,11610,4569603,WashMa00,Malik Washington,MIA,WR,25.9,2,2024,184.0,ACT,,,,,,,1788983445756.0,1.0,Active,True
00-0039884,11821,4567506,WashTa00,Tahj Washington,PHI,WR,25.3,2,2024,241.0,CUT,,,,,,,1787873454908.0,,Active,True
00-0039890,11625,4597500,MitcAd00,Adonai Mitchell,NYJ,WR,23.9,2,2024,52.0,ACT,,,,,,,1788987945850.0,2.0,Active,True
00-0039893,11631,4432773,ThomBr06,Brian Thomas Jr.,JAX,WR,23.9,2,2024,23.0,ACT,,,,,,,1788987347490.0,2.0,Active,True
00-0039894,11624,4683062,WortXa00,Xavier Worthy,KC,WR,23.4,2,2024,28.0,ACT,,,,,,,1788790239471.0,2.0,Active,True
00-0039901,11637,4635008,ColeKe02,Keon Coleman,BUF,WR,23.3,2,2024,33.0,ACT,,,,,,,1788990947851.0,3.0,Active,True
00-0039907,11619,4430637,PolkJa00,Ja'Lynn Polk,NO,WR,24.4,2,2024,37.0,RET,NA,,Undisclosed,,,,1785722759191.0,,Active,True
00-0039910,11566,4426348,DaniJa02,Jayden Daniels,WAS,QB,25.7,2,2024,2.0,ACT,,,,,,,1788542722026.0,1.0,Active,True
00-0039912,11596,4690923,SinnBe00,Ben Sinnott,WAS,TE,24.2,2,2024,53.0,ACT,,,,,,,1788991247959.0,3.0,Active,True
00-0039915,11635,4612826,McCoLa00,Ladd McConkey,LAC,WR,24.8,2,2024,34.0,ACT,,,,,,,1788465907043.0,1.0,Active,True
00-0039916,11638,4428209,PearRi00,Ricky Pearsall,SF,WR,26.0,2,2024,31.0,RES,IR,,Knee - PCL,,,,1786640437842.0,10.0,Inactive,True
00-0039917,11559,4360423,PeniMi00,Michael Penix Jr.,ATL,QB,26.3,2,2024,8.0,ACT,Out,Surgery,Knee - ACL,,,,1788985248062.0,3.0,Active,True
00-0039918,11560,4431611,WillCa03,Caleb Williams,CHI,QB,24.8,2,2024,1.0,ACT,,,,,,,1788480915807.0,1.0,Active,True
00-0039919,11620,4431299,OdunRo00,Rome Odunze,CHI,WR,24.3,2,2024,9.0,ACT,Questionable,,Leg,,,,1788986146444.0,1.0,Active,True
00-0039920,11617,4613104,CorlMa00,Malachi Corley,CLE,WR,24.5,2,2024,65.0,ACT,,,,,,,1781310034068.0,5.0,Active,True
00-0039921,11589,4429275,BensTr01,Trey Benson,ARI,RB,24.1,2,2024,66.0,RES,IR,,Knee,,,,1787706941742.0,6.0,Inactive,True
00-0039923,11565,4433970,McCaJJ00,J.J. McCarthy,MIN,QB,23.6,2,2024,10.0,ACT,,,,,,,1788980436381.0,3.0,Active,True
00-0039936,12113,,,Thomas Yassmin,GB,TE,26.9,2,2024,,RES,IR,,Undisclosed,,,,1788218115003.0,6.0,Inactive,True
00-0040009,12482,4431487,WillSa01,Savion Williams,GB,WR,24.8,1,2025,87.0,RES,IR,,Undisclosed,,,,1788291922823.0,7.0,Inactive,True
00-0040014,12494,4433971,McCoKy00,Kyle McCord,MIA,QB,24.0,1,2025,181.0,ACT,,,,,,,1788297321661.0,3.0,Active,True
00-0040021,12738,4431562,MafaPh00,Phil Mafah,DAL,RB,23.9,1,2025,239.0,CUT,,,,,,,1788915321530.0,,Active,True
00-0040024,13150,4715355,CoopDa01,Darius Cooper,PHI,WR,24.8,1,2025,,ACT,,,,,,,1788723332404.0,5.0,Active,True
00-0040039,12928,4878878,JohnAm00,Amar Johnson,LAC,RB,23.6,1,2025,,DEV,,,,,,,1752949810943.0,,Active,True
00-0040046,,,,Rivaldo Fairweather,ARI,TE,24.1,1,2025,,CUT,,,,,,,,,,
00-0040049,12848,,,Josh Kelly,HOU,WR,25.2,1,2025,,DEV,,,,,,,1788271819216.0,,Active,True
00-0040058,13151,4569547,KallNi00,Nick Kallerup,SEA,TE,25.5,1,2025,,ACT,Out,,Coach's Decision,,,,1767197424526.0,4.0,Active,True
00-0040060,13032,,,Marshall Lang,MIN,TE,24.9,1,2025,,CUT,,,,,,,1788334227816.0,,Active,True
00-0040067,13047,4428943,WrigJa05,Jacardia Wright,SEA,RB,26.0,1,2025,,DEV,,,,,,,1788408638588.0,,Active,True
00-0040075,12699,4690143,WestLa01,LaJohntay Wester,BAL,WR,24.4,1,2025,203.0,ACT,,,,,,,1782249624074.0,6.0,Active,True
00-0040078,12455,4596602,SmitBr09,Brashard Smith,KC,RB,23.4,1,2025,228.0,ACT,,,,,,,1788702030396.0,3.0,Active,True
00-0040081,12817,4431196,BrinJa00,Jake Briningstool,KC,TE,23.8,1,2025,,ACT,,,,,,,1785443423180.0,5.0,Active,True
00-0040094,13116,,,Tre Watson,MIA,TE,23.9,1,2025,,DEV,,,,,,,1788333627762.0,,Active,True
00-0040099,13042,,,Xavier Guillory,BAL,WR,25.2,1,2025,,DEV,,,,,,,1788304823012.0,,Active,True
00-0040120,13173,,,Jimmy Holiday,KC,WR,24.7,1,2025,,RES,IR,,Undisclosed,,,,1788198314766.0,,Inactive,True
00-0040122,12527,4890973,JeanAs00,Ashton Jeanty,LV,RB,22.8,1,2025,6.0,ACT,,,,,,,1788994548293.0,1.0,Active,True
00-0040124,12526,4685472,McMiTe00,Tetairoa McMillan,CAR,WR,23.4,1,2025,8.0,ACT,,,,,,,1788623417640.0,1.0,Active,True
00-0040126,12517,4723086,LoveCo00,Colston Loveland,CHI,TE,22.4,1,2025,10.0,ACT,,,,,,,1788576924712.0,1.0,Active,True
00-0040128,12518,4431459,WarrTy00,Tyler Warren,IND,TE,24.3,1,2025,14.0,ACT,,,,,,,1788986746488.0,1.0,Active,True
00-0040129,12514,4567750,EgbuEm01,Emeka Egbuka,TB,WR,23.9,1,2025,19.0,ACT,,,,,,,1788993048136.0,1.0,Active,True
00-0040130,12484,4877706,HiggJa00,Jayden Higgins,HOU,WR,23.7,1,2025,34.0,RES,IR,Surgery,Knee - ACL,,,,1787339422095.0,9.0,Inactive,True
00-0040131,12547,4613202,WillKy03,Kyle Williams,NE,WR,23.8,1,2025,69.0,ACT,,,,,,,1788935423330.0,5.0,Active,True
00-0040134,12492,4600981,BryaPa00,Pat Bryant,DEN,WR,23.7,1,2025,74.0,ACT,,,,,,,1788795040102.0,3.0,Active,True
00-0040138,12536,4586312,NoelJa00,Jaylin Noel,HOU,WR,24.0,1,2025,79.0,ACT,,,,,,,1788991846859.0,3.0,Active,True
00-0040142,12504,4819231,JohnKa03,Kaleb Johnson,GB,RB,23.1,1,2025,83.0,ACT,,,,,,,1788977134443.0,3.0,Active,True
00-0040154,12496,4565185,FeltTa00,Tai Felton,MIN,WR,23.5,1,2025,102.0,ACT,,,,,,,1787457027781.0,4.0,Active,True
00-0040162,12469,5081397,SampDy00,Dylan Sampson,CLE,RB,22.0,1,2025,126.0,ACT,,,,,,,1788830143882.0,2.0,Active,True
00-0040164,12641,4602667,LaneJa00,Jaylin Lane,WAS,WR,24.4,1,2025,128.0,ACT,,,,,,,1779910829192.0,5.0,Active,True
00-0040170,12499,4883647,AyomEl00,Elic Ayomanor,TEN,WR,23.3,1,2025,136.0,ACT,,,,,,,1787111751420.0,5.0,Active,True
00-0040172,12634,4431466,WatkJo00,Jordan Watkins,SF,WR,24.6,1,2025,138.0,ACT,,,,,,,1787955039628.0,6.0,Active,True
00-0040177,12467,4685397,JameJo01,Jordan James,SF,RB,22.4,1,2025,147.0,ACT,,,,,,,1788407436022.0,3.0,Active,True
00-0040179,12471,4874509,GiddDJ00,DJ Giddens,IND,RB,23.0,1,2025,151.0,ACT,,,,,,,1788053150374.0,3.0,Active,True
00-0040184,12670,4430870,LambKe01,KeAndre Lambert-Smith,LAC,WR,24.9,1,2025,158.0,ACT,,,,,,,1787961340373.0,5.0,Active,True
00-0040187,12473,4683243,EvanMi01,Mitchell Evans,CAR,TE,23.3,1,2025,163.0,ACT,,,,,,,1785796811515.0,4.0,Active,True
00-0040189,12493,4595342,GadsOr01,Oronde Gadsden II,LAC,TE,23.2,1,2025,165.0,ACT,,,,,,,1788718831807.0,1.0,Active,True
00-0040194,12658,4573699,HaweJa00,Jackson Hawes,BUF,TE,25.8,1,2025,173.0,ACT,,,,,,,1787273154595.0,3.0,Active,True
00-0040198,12495,4711533,GordOl00,Ollie Gordon II,MIA,RB,22.7,1,2025,179.0,ACT,Questionable,,Undisclosed,,,,1788831944083.0,3.0,Active,True
00-0040202,12476,4682652,NealDe00,Devin Neal,NO,RB,23.1,1,2025,184.0,RES,Questionable,,Hamstring,,,,1788478815935.0,,Inactive,True
00-0040203,12511,4429955,HowaWi01,Will Howard,PIT,QB,25.0,1,2025,185.0,ACT,,,,,,,1788479116095.0,3.0,Active,True
00-0040205,12516,4429121,MullKa00,Kalel Mullings,TEN,RB,23.9,1,2025,188.0,DEV,,,,,,,1788482716450.0,,Active,True
00-0040206,12470,4683423,LeonRi02,Riley Leonard,IND,QB,24.0,1,2025,189.0,ACT,,,,,,,1788041450096.0,3.0,Active,True
00-0040208,12543,4429299,BrooTa00,Tahj Brooks,CIN,RB,24.3,1,2025,193.0,ACT,,,,,,,1787975142456.0,3.0,Active,True
00-0040211,12705,4426335,MertGr00,Graham Mertz,HOU,QB,25.8,1,2025,197.0,RES,IR,Surgery,Knee - ACL,,,,1786860910169.0,3.0,Inactive,True
00-0040215,12700,4708049,BartGa00,Gavin Bartholomew,MIN,TE,23.4,1,2025,202.0,ACT,,,,,,,1786920317421.0,4.0,Active,True
00-0040218,12523,4708486,HornJi00,Jimmy Horn Jr.,CAR,WR,24.0,1,2025,208.0,ACT,,,,,,,1787987443594.0,5.0,Active,True
00-0040222,12688,4693331,MillCa00,Cam Miller,MIA,QB,25.2,1,2025,215.0,CUT,,,,,,,1788111957828.0,,Active,True
00-0040225,12715,4590292,FidoTh00,Thomas Fidone II,NYG,TE,24.0,1,2025,219.0,ACT,,,,,,,1785289204488.0,4.0,Active,True
00-0040234,12500,4889929,EwerQu00,Quinn Ewers,JAX,QB,23.5,1,2025,231.0,ACT,,,,,,,1788050150165.0,3.0,Active,True
00-0040236,12534,4608686,MonaKy00,Kyle Monangai,CHI,RB,24.3,1,2025,233.0,ACT,,,,,,,1788989747875.0,2.0,Active,True
00-0040237,12485,4608810,JohnTe03,Tez Johnson,TB,WR,24.3,1,2025,235.0,ACT,,,,,,,1788549922224.0,5.0,Active,True
00-0040238,12544,4911851,AlleLe01,LeQuint Allen Jr.,JAX,RB,22.1,1,2025,236.0,ACT,Questionable,,Undisclosed,,,,1788972334672.0,3.0,Active,True
00-0040239,12721,4431509,PratKa00,Kaden Prather,GB,WR,,1,2025,240.0,CUT,,,,,,,1788114356867.0,,Active,True
00-0040240,12735,4432208,LohnCa00,Caleb Lohner,DEN,TE,24.9,1,2025,241.0,RES,IR,Surgery,Lower Body,,,,1788195313569.0,5.0,Inactive,True
00-0040241,12732,4596439,LoveDo00,Dominic Lovett,DET,WR,23.8,1,2025,244.0,DEV,,,,,,,1788311424792.0,,Active,True
00-0040242,12533,4575131,CrosJa00,Jacory Croskey-Merritt,WAS,RB,25.4,1,2025,245.0,ACT,Questionable,,Undisclosed,,,,1788991247974.0,1.0,Active,True
