gsis_id,sleeper_id,espn_id,pfr_id,name,team,position,age,years_exp,rookie_year,draft_number,nfl_status,injury_status,injury_note,injury_body_part,injury_start_date,practice_participation,practice_description,news_updated,sleeper_depth_order,sleeper_status,sleeper_active
00-0041131,13580,4685540,RyanCa00,Carsen Ryan,CLE,TE,23.1,0,2026,248.0,ACT,,,,,,,1787890256713.0,3.0,Active,True
00-0041132,13333,4683151,BurkDe02,Deion Burks,IND,WR,23.7,0,2026,254.0,ACT,,,,,,,1777584057525.0,6.0,Active,True
00-0041133,13577,5159802,BentDa00,Dallen Bentley,DEN,TE,25.7,0,2026,256.0,ACT,,,,,,,1777576824694.0,6.0,Active,True
00-0041139,,,,Damon Bankston,NYG,RB,,0,2026,,CUT,,,,,,,,,,
00-0041149,13415,4428993,,Haynes King,CAR,QB,25.7,0,2026,,ACT,,,,,,,1788994847323.0,3.0,Active,True
00-0041152,13708,4869965,PrenKo00,Kobe Prentice,NYG,WR,,0,2026,,CUT,,,,,,,1788062452321.0,,Active,True
00-0041156,13816,4695400,GronMa00,Mark Gronowski,MIA,QB,24.9,0,2026,,CUT,,,,,,,1788843046428.0,,Active,True
00-0041158,13409,4596347,,Donaven McCulley,MIA,WR,,0,2026,,CUT,,,,,,,1788110756323.0,,Active,True
00-0041161,,,,Le'Veon Moss,MIA,RB,,0,2026,,RET,,,,,,,,,,
00-0041165,,,,Coleman Bennett,MIA,RB,,0,2026,,CUT,,,,,,,,,,
00-0041168,,,,Omari Kelly,CHI,WR,,0,2026,,CUT,,,,,,,,,,
00-0041170,13712,,,Hayden Large,CHI,TE,24.5,0,2026,,RES,IR,,Undisclosed,,,,1788306323960.0,7.0,Inactive,True
00-0041172,,,,Miller Moss,CHI,QB,,0,2026,,CUT,,,,,,,,,,
00-0041176,13760,,,Jaden Bradley,WAS,WR,23.5,0,2026,,DEV,,,,,,,1788483916391.0,,Active,True
00-0041178,13418,5151317,HenrRo00,Robert Henry Jr.,WAS,RB,24.7,0,2026,,DEV,,,,,,,1788484216621.0,,Active,True
00-0041179,13674,4431334,HiltCh00,Chris Hilton Jr.,GB,WR,23.9,0,2026,,DEV,,,,,,,1788312024709.0,,Active,True
00-0041180,,,,Quentin Moore,WAS,TE,26.0,0,2026,,RES,,,,,,,,,,
00-0041185,13343,4869816,AnthVi01,Vinny Anthony II,ATL,WR,23.2,0,2026,,DEV,,,,,,,1788238216850.0,,Active,True
00-0041191,13595,4881826,JoneCa06,Cash Jones,ATL,RB,26.4,0,2026,,DEV,,,,,,,1788238517361.0,,Active,True
00-0041194,13602,5344782,,Jack Strand,ATL,QB,22.2,0,2026,,ACT,,,,,,,1788497417935.0,4.0,Active,True
00-0041195,13846,,,Jack Velling,ATL,TE,22.9,0,2026,,DEV,,,,,,,1788237616612.0,,Active,True
00-0041199,13826,4430185,,Caullin Lacy,NYJ,WR,,0,2026,,CUT,Questionable,,Undisclosed,,,,1787955639708.0,,Inactive,True
00-0041203,13428,,,Joey Aguilar,JAX,QB,25.2,0,2026,,DEV,,,,,,,1788314124996.0,,Active,True
00-0041205,,,,Brady Boyd,JAX,WR,,0,2026,,CUT,,,,,,,,,,
00-0041206,,,,Alex Bullock,JAX,WR,,0,2026,,RET,,,,,,,,,,
00-0041207,,,,Ethan Conner,MIA,TE,,0,2026,,CUT,,,,,,,,,,
00-0041215,,,,Ben Patterson,CLE,WR,,0,2026,,CUT,,,,,,,,,,
00-0041216,13356,4575862,PenaTr00,Trebor Pena,JAX,WR,24.5,0,2026,,DEV,,,,,,,1788314425106.0,,Active,True
00-0041217,13348,4713118,TaylJM00,J'Mari Taylor,JAX,RB,24.5,0,2026,,DEV,,,,,,,1788314725187.0,,Active,True
00-0041220,13645,,,Michael Wortham,JAX,WR,24.2,0,2026,,DEV,,,,,,,1788315025464.0,,Active,True
00-0041228,,,,Sahmir Hagans,IND,WR,,0,2026,,CUT,,,,,,,,,,
00-0041233,,,,Raylen Sharpe,IND,WR,,0,2026,,CUT,,,,,,,,,,
00-0041237,,,,Chase Curtis,NYJ,TE,,0,2026,,CUT,,,,,,,,,,
00-0041239,,4430893,TrayCh00,Chip Trayanum,NYJ,RB,24.7,0,2026,,RES,,,,,,,,,,
00-0041241,13436,,,Kentrel Bullock,CIN,RB,24.4,0,2026,,DEV,,,,,,,1788309924400.0,,Active,True
00-0041244,13946,4611995,HaynJa01,Jamal Haynes,CIN,RB,,0,2026,,CUT,,,,,,,1779560456621.0,,Active,True
00-0041246,,,,Josh Kattus,CIN,TE,,0,2026,,CUT,,,,,,,,,,
00-0041248,13318,4718457,ThomNo01,Noah Thomas,CIN,WR,22.7,0,2026,,DEV,,,,,,,1788310524616.0,,Active,True
00-0041251,13425,4596472,DaniJa03,Jalon Daniels,TB,QB,23.9,0,2026,,ACT,,,,,,,1788100255087.0,3.0,Active,True
00-0041252,,,,Kenny Fletcher Jr.,TB,TE,22.8,0,2026,,CUT,,,,,,,,,,
00-0041257,13316,4713277,RiveEr00,Eric Rivers Jr.,TB,WR,24.0,0,2026,,DEV,,,,,,,1788411038534.0,,Active,True
00-0041263,13292,,,Lake McRee,PIT,TE,24.0,0,2026,,DEV,,,,,,,1788406237835.0,,Active,True
00-0041265,,,,Squirrel White,CHI,WR,,0,2026,,RET,,,,,,,,,,
00-0041266,,,,Keelan Marion,ATL,WR,,0,2026,,CUT,,,,,,,,,,
00-0041267,13825,,,Malik McClain,NYJ,WR,23.9,0,2026,,DEV,,,,,,,1788403237684.0,,Active,True
00-0041272,13696,4430270,MaclJa00,Ja'Mori Maclin,BUF,WR,25.0,0,2026,,DEV,,,,,,,1788306023796.0,,Active,True
00-0041274,,,,Max Tomczak,BUF,WR,,0,2026,,CUT,,,,,,,,,,
00-0041277,13339,5153650,BootDa00,Davon Booth,IND,RB,24.6,0,2026,,DEV,,,,,,,1788312625381.0,,Active,True
00-0041287,13749,,,Kole Wilson,CLE,WR,22.7,0,2026,,DEV,,,,,,,1788309024580.0,,Active,True
00-0041292,13981,,,Kolbe Katsis,DEN,WR,24.7,0,2026,,DEV,,,,,,,1788310224544.0,,Active,True
00-0041293,13336,4685424,KeyxDa00,Dane Key,DEN,WR,23.2,0,2026,,DEV,,,,,,,1788310224531.0,,Active,True
00-0041294,,,,Joseph Manjack,DEN,WR,,0,2026,,CUT,,,,,,,,,,
00-0041299,,,,Cameron Ross,DEN,WR,,0,2026,,CUT,,,,,,,,,,
00-0041308,,,,Treyvhon Saunders,HOU,WR,,0,2026,,CUT,,,,,,,,,,
00-0041309,13861,,,Daniel Sobkowicz,HOU,WR,24.0,0,2026,,DEV,,,,,,,1788271518981.0,,Active,True
00-0041312,13437,4432631,WhitNo00,Noah Whittington,HOU,RB,24.7,0,2026,,DEV,,,,,,,1788271219331.0,,Active,True
00-0041314,13827,,,Tanner Arkin,NE,TE,23.2,0,2026,,ACT,,,,,,,1778285742728.0,6.0,Active,True
00-0041317,,,,Nick DeGennaro,NE,WR,,0,2026,,CUT,,,,,,,,,,
00-0041318,13830,5011554,,Kyle Dixon,NE,WR,26.0,0,2026,,DEV,,,,,,,1788399337196.0,,Active,True
00-0041319,13962,,,Cameron Dorner,NE,WR,22.6,0,2026,,DEV,,,,,,,1788399636472.0,,Active,True
00-0041322,,,,Jimmy Kibble,NE,WR,,0,2026,,CUT,,,,,,,,,,
00-0041323,13964,4676889,,Myles Montgomery,NE,RB,23.4,0,2026,,RES,IR,,Undisclosed,,,,1786662646055.0,,Inactive,True
00-0041326,13277,5081999,DonaCJ00,CJ Donaldson,NO,RB,22.2,0,2026,,DEV,,,,,,,1788400236602.0,,Active,True
00-0041327,,,,Cody Hardy,NO,TE,,0,2026,,CUT,,,,,,,,,,
00-0041342,13621,4712579,,Dillon Bell,MIN,WR,22.8,0,2026,,DEV,,,,,,,1788318626017.0,,Active,True
00-0041352,,,,Marcus Sanders Jr.,MIN,WR,,0,2026,,CUT,,,,,,,,,,
00-0041357,13432,4699678,,Khalil Dinkins,SF,TE,24.3,0,2026,,DEV,,,,,,,1788407437985.0,,Active,True
00-0041359,13663,,,Wesley Grimes,SF,WR,22.5,0,2026,,DEV,,,,,,,1788407437985.0,,Active,True
00-0041361,13662,,,Will Pauling,SF,WR,23.5,0,2026,,DEV,,,,,,,1788407738584.0,,Active,True
00-0041366,13879,,,Jameson Geers,ARI,TE,23.8,0,2026,,RES,IR,,Undisclosed,,,,1786824303267.0,7.0,Inactive,True
00-0041368,13670,4699354,WallHa00,Harrison Wallace III,ARI,WR,23.4,0,2026,,DEV,,,,,,,1788238817429.0,,Active,True
00-0041373,,,,Jerand Bradley,LAC,WR,,0,2026,,CUT,,,,,,,,,,
00-0041374,,,,Sincere Brown,LAC,WR,,0,2026,,RES,,,,,,,,,,
00-0041376,13603,,,Gregory Desrosiers,LAC,RB,25.5,0,2026,,DEV,,,,,,,1788316225422.0,,Active,True
00-0041380,,,,Devonte Ross,LAC,WR,,0,2026,,CUT,,,,,,,,,,
00-0041384,13630,,,Evan Svoboda,LAC,TE,23.4,0,2026,,DEV,,,,,,,1788317425382.0,,Active,True
00-0041395,13421,4831959,RariEl00,Eli Raridon,NE,TE,22.6,0,2026,95.0,ACT,,,,,,,1788930322920.0,2.0,Active,True
00-0041397,13491,5081338,WetjKa00,Kaden Wetjen,PIT,WR,24.5,0,2026,121.0,ACT,,,,,,,1787899857819.0,6.0,Active,True
00-0041398,13433,4693370,NowaRi00,Riley Nowakowski,PIT,TE,24.2,0,2026,169.0,ACT,,,,,,,1781216404734.0,3.0,Active,True
00-0041399,,4605951,DaniCJ00,CJ Daniels,LA,WR,24.7,0,2026,197.0,ACT,,,,,,,,,,
00-0041403,13810,5083509,JoneRo03,Rohan Jones,LA,TE,,0,2026,,CUT,,,,,,,1788066053119.0,,Active,True
00-0041414,,,,Matthew Caldwell,LA,QB,23.3,0,2026,,RES,,,,,,,,,,
00-0041415,13315,5082269,ConnDe00,Dean Connors,LA,RB,23.0,0,2026,,DEV,,,,,,,1788317725472.0,,Active,True
00-0041422,13321,4608858,,Dan Villari,LA,TE,24.2,0,2026,,DEV,,,,,,,1788318026098.0,,Active,True
00-0041435,14020,,,Dean Patterson IV,TB,WR,24.3,0,2026,,DEV,,,,,,,1788410438344.0,,Active,True
00-0041436,,,,DJ Herman,MIA,RB,24.5,0,2026,,ACT,,,,,,,,,,
00-0041438,13279,4871023,TateCa00,Carnell Tate,TEN,WR,21.6,0,2026,4.0,ACT,,,,,,,1788986446463.0,1.0,Active,True
00-0041443,13402,4683153,BellSk00,Skyler Bell,BUF,WR,24.2,0,2026,125.0,ACT,,,,,,,1787889356434.0,5.0,Active,True
00-0041446,13412,4685441,LawxKe00,Kendrick Law,DET,WR,22.2,0,2026,168.0,RES,IR,,Knee - ACL,,,,1781769316050.0,8.0,Inactive,True
00-0041451,14034,4877738,,Brock Rechsteiner,NO,WR,24.1,0,2026,,RES,Sus,,Suspension,,,,1788122457721.0,,Active,True
00-0041452,,,,Johnny Pascuzzi,LAC,TE,,0,2026,,CUT,,,,,,,,,,
00-0041453,13314,4597679,AltmLu00,Luke Altmyer,DET,QB,23.9,0,2026,,DEV,,,,,,,1788311125671.0,,Active,True
00-0041467,13541,4683159,BondLe00,Lewis Bond,HOU,WR,23.3,0,2026,204.0,DEV,,,,,,,1788270918999.0,,Active,True
00-0041472,13307,4695705,KleiMa00,Marlin Klein,HOU,TE,24.0,0,2026,59.0,ACT,,,,,,,1787350829212.0,2.0,Active,True
00-0041475,14038,,,Trayvon Rudolph,MIN,WR,24.3,0,2026,,DEV,,,,,,,1788322226148.0,,Active,True
00-0041476,,,,Rashad Rochelle,SEA,WR,,0,2026,,CUT,,,,,,,,,,
00-0041481,,,,Terrill Davis,MIN,WR,,0,2026,,CUT,,,,,,,,,,
00-0041483,13349,4431574,StowEl00,Eli Stowers,PHI,TE,23.4,0,2026,54.0,ACT,Questionable,,Hamstring,,,,1788995447324.0,2.0,Active,True
00-0041485,,,,Miles Davis,CAR,RB,,0,2026,,CUT,,,,,,,,,,
00-0041486,14041,,,Anderson Castle,IND,RB,24.6,0,2026,,DEV,,,,,,,1788312324684.0,,Active,True
00-0041489,13274,4685261,BernGe00,Germie Bernard,PIT,WR,22.8,0,2026,47.0,ACT,,,,,,,1788666326756.0,3.0,Active,True
00-0041490,13423,5081508,HeidEl00,Eli Heidenreich,PIT,RB,23.1,0,2026,230.0,ACT,,,,,,,1787927425968.0,4.0,Active,True
00-0041496,13345,4702555,ColeJo00,Jonah Coleman,DEN,RB,23.1,0,2026,108.0,ACT,,,,,,,1788966926414.0,3.0,Active,True
00-0041503,13299,4686248,BoerNa00,Nate Boerkircher,JAX,TE,25.0,0,2026,56.0,ACT,,,,,,,1788747034699.0,2.0,Active,True
00-0041510,13278,4833029,KlarMa00,Max Klare,LA,TE,23.2,0,2026,61.0,ACT,,,,,,,1787897457460.0,5.0,Active,True
00-0041511,13276,4723820,CoopOm00,Omar Cooper Jr.,NYJ,WR,22.7,0,2026,30.0,ACT,,,,,,,1788490217169.0,3.0,Active,True
00-0041512,13286,4685512,PricJa02,Jadarian Price,SEA,RB,22.9,0,2026,32.0,ACT,,,,,,,1788962126070.0,1.0,Active,True
00-0041523,13296,4869645,DougCa00,Caleb Douglas,MIA,WR,23.0,0,2026,75.0,ACT,,,,,,,1788986445775.0,2.0,Active,True
00-0041524,13434,4880236,KacmWi00,Will Kacmarek,MIA,TE,23.6,0,2026,87.0,ACT,,,,,,,1788853247915.0,2.0,Active,True
00-0041525,13311,4869961,BellCh00,Chris Bell,MIA,WR,22.3,0,2026,94.0,ACT,,,,,,,1788973834685.0,4.0,Active,True
00-0041529,13338,4685307,ColeKe03,Kevin Coleman Jr.,MIA,WR,23.0,0,2026,177.0,ACT,,,,,,,1787442027124.0,5.0,Active,True
00-0041535,,,,Louis Hansen,HOU,TE,,0,2026,,CUT,,,,,,,,,,
00-0041547,13298,4870653,ConcKC00,KC Concepcion,CLE,WR,22.0,0,2026,24.0,ACT,,,,,,,1788401435470.0,2.0,Active,True
00-0041550,13380,4685553,ThomBr07,Brenen Thompson,LAC,WR,23.1,0,2026,105.0,ACT,Questionable,,Undisclosed,,,,1788995448434.0,4.0,Active,True
00-0041558,13322,4685504,RousSa00,Sam Roush,CHI,TE,23.0,0,2026,69.0,ACT,,,,,,,1788054651396.0,3.0,Active,True
00-0041561,13272,4430841,BeckCa01,Carson Beck,ARI,QB,24.8,0,2026,65.0,ACT,,,,,,,1788228313292.0,3.0,Active,True
00-0041562,13269,4837248,MendFe00,Fernando Mendoza,LV,QB,22.9,0,2026,1.0,ACT,,,,,,,1788371731173.0,3.0,Active,True
00-0041565,13289,4714771,AllaDr00,Drew Allar,PIT,QB,22.5,0,2026,76.0,ACT,,,,,,,1787930726503.0,4.0,Active,True
00-0041566,,,,Jeremiah Franklin,MIA,TE,,0,2026,,CUT,,,,,,,,,,
00-0041568,13275,4685522,SimpTy00,Ty Simpson,LA,QB,23.7,0,2026,13.0,ACT,,,,,,,1787896857354.0,3.0,Active,True
00-0041570,,,,Tyler Moore,IND,TE,,0,2026,,CUT,,,,,,,,,,
00-0041571,,,,Liam Clifford,LAC,WR,,0,2026,,CUT,,,,,,,,,,
00-0041572,,,,Roydell Williams,DET,RB,,0,2026,,CUT,,,,,,,,,,
00-0041575,,,,Jeff Weimer,KC,WR,,0,2026,,CUT,,,,,,,,,,
00-0041576,,,,Drew Biber,CLE,TE,,0,2026,,CUT,,,,,,,,,,
00-0041577,,,,Connor Hulstein,NYJ,TE,,0,2026,,RES,,,,,,,,,,
00-0041579,13429,4714379,TraoSe00,Seydou Traore,MIA,TE,24.1,0,2026,180.0,ACT,,,,,,,1788037849655.0,3.0,Active,True
00-0041585,,,,Grant Finley,NYG,RB,23.1,0,2026,,DEV,,,,,,,,,,
00-0041588,,,,Justin Jones,SEA,RB,,0,2026,,CUT,,,,,,,,,,
00-0041595,,,,Barika Kpeenu,TB,RB,,0,2026,,CUT,,,,,,,,,,
00-0041598,,,,Alex Tecza,PIT,RB,,0,2026,,CUT,,,,,,,,,,
00-0041599,,,,Matthew Henry,TB,WR,,0,2026,,CUT,,,,,,,,,,
