gsis_id,name,team,position,espn_rank,sleeper_rank,depth_disagreement,status_flag,play_prob,injury_body_part,practice,news_age_hours,n_blockers,blockers_out,opportunity_ahead,blocked_by
00-0037805,Jeremy Ruckert,NYJ,TE,3,2.0,1.0,healthy,0.97,,,86.7,2,1,0.004,Kenyon Sadiq (healthy); Mason Taylor (doubtful)
00-0034959,Andrew Beck,NYJ,TE,4,4.0,0.0,healthy,0.97,,,2513.0,3,1,0.005,Kenyon Sadiq (healthy); Mason Taylor (doubtful); Jeremy Ruckert (healthy)
00-0037755,Jelani Woods,NYJ,TE,5,3.0,2.0,healthy,0.97,,,1168.6,4,1,0.005,Kenyon Sadiq (healthy); Mason Taylor (doubtful); Jeremy Ruckert (healthy); Andrew Beck (healthy)
00-0037740,Garrett Wilson,NYJ,WR,1,1.0,0.0,healthy,0.97,,,12.4,0,0,0.0,nobody
00-0039890,Adonai Mitchell,NYJ,WR,2,2.0,0.0,healthy,0.97,,,49.3,1,0,0.009,Garrett Wilson (healthy)
00-0039451,Isaiah Williams,NYJ,WR,3,3.0,0.0,healthy,0.97,,,63.8,2,0,0.016,Garrett Wilson (healthy); Adonai Mitchell (healthy)
00-0041267,Malik McClain,NYJ,WR,4,11.0,7.0,healthy,0.97,,,39.3,3,0,0.019,Garrett Wilson (healthy); Adonai Mitchell (healthy); Isaiah Williams (healthy)
00-0033375,Tim Patrick,NYJ,WR,5,5.0,0.0,ir,0.02,Groin,,283.7,4,0,0.019,Garrett Wilson (healthy); Adonai Mitchell (healthy); Isaiah Williams (healthy); Malik McClain (healthy)
00-0041511,Omar Cooper Jr.,NYJ,WR,6,10.0,4.0,ir,0.02,Ankle,,115.0,5,1,0.019,Garrett Wilson (healthy); Adonai Mitchell (healthy); Isaiah Williams (healthy); Malik McClain (healthy); Tim Patrick (ir)
00-0040582,Arian Smith,NYJ,WR,7,9.0,2.0,ir,0.02,Knee,,17.4,6,2,0.019,Garrett Wilson (healthy); Adonai Mitchell (healthy); Isaiah Williams (healthy); Malik McClain (healthy); Tim Patrick (ir); Omar Cooper Jr. (ir)
00-0036389,Jalen Hurts,PHI,QB,1,1.0,0.0,healthy,0.97,,,88.1,0,0,0.0,nobody
00-0027973,Andy Dalton,PHI,QB,2,2.0,0.0,healthy,0.97,,,94.4,1,0,0.0,Jalen Hurts (healthy)
00-0038400,Tanner McKee,PHI,QB,3,3.0,0.0,healthy,0.97,,,95.6,2,0,0.0,Jalen Hurts (healthy); Andy Dalton (healthy)
00-0040891,Cole Payton,PHI,QB,4,4.0,0.0,healthy,0.97,,,95.6,3,0,0.0,Jalen Hurts (healthy); Andy Dalton (healthy); Tanner McKee (healthy)
00-0034844,Saquon Barkley,PHI,RB,1,1.0,0.0,questionable,0.72,Arm,,72.2,0,0,0.0,nobody
00-0038555,Tank Bigsby,PHI,RB,2,2.0,0.0,healthy,0.97,,,71.8,1,0,0.157,Saquon Barkley (questionable)
00-0039746,Will Shipley,PHI,RB,3,3.0,0.0,healthy,0.97,,,36.4,2,0,0.16,Saquon Barkley (questionable); Tank Bigsby (healthy)
00-0034351,Dallas Goedert,PHI,TE,1,4.0,3.0,doubtful,0.28,Knee - MCL,,65.6,0,0,0.0,nobody
00-0033246,Johnny Mundt,PHI,TE,2,2.0,0.0,healthy,0.97,,,19.6,1,1,0.0,Dallas Goedert (doubtful)
00-0038498,E.J. Jenkins,PHI,TE,3,3.0,0.0,healthy,0.97,,,6088.8,2,1,0.002,Dallas Goedert (doubtful); Johnny Mundt (healthy)
00-0037086,Grant Calcaterra,PHI,TE,4,6.0,2.0,ir,0.02,Back,,544.8,3,1,0.003,Dallas Goedert (doubtful); Johnny Mundt (healthy); E.J. Jenkins (healthy)
00-0041483,Eli Stowers,PHI,TE,5,7.0,2.0,ir,0.02,Hamstring,,282.7,4,2,0.003,Dallas Goedert (doubtful); Johnny Mundt (healthy); E.J. Jenkins (healthy); Grant Calcaterra (ir)
00-0036912,DeVonta Smith,PHI,WR,1,1.0,0.0,healthy,0.97,,,83.1,0,0,0.0,nobody
00-0038393,Dontayvion Wicks,PHI,WR,2,2.0,0.0,healthy,0.97,,,49.6,1,0,0.009,DeVonta Smith (healthy)
00-0040867,Makai Lemon,PHI,WR,3,3.0,0.0,healthy,0.97,,,63.3,2,0,0.014,DeVonta Smith (healthy); Dontayvion Wicks (healthy)
00-0040024,Darius Cooper,PHI,WR,4,4.0,0.0,healthy,0.97,,,36.0,3,0,0.018,DeVonta Smith (healthy); Dontayvion Wicks (healthy); Makai Lemon (healthy)
00-0035662,Hollywood Brown,PHI,WR,5,5.0,0.0,healthy,0.97,,,164.0,4,0,0.019,DeVonta Smith (healthy); Dontayvion Wicks (healthy); Makai Lemon (healthy); Darius Cooper (healthy)
00-0036980,Elijah Moore,PHI,WR,6,6.0,0.0,healthy,0.97,,,95.5,5,0,0.02,DeVonta Smith (healthy); Dontayvion Wicks (healthy); Makai Lemon (healthy); Darius Cooper (healthy); Hollywood Brown (healthy)
00-0037132,Britain Covey,PHI,WR,7,7.0,0.0,healthy,0.97,,,192.5,6,0,0.02,DeVonta Smith (healthy); Dontayvion Wicks (healthy); Makai Lemon (healthy); Darius Cooper (healthy); Hollywood Brown (healthy); Elijah Moore (healthy)
00-0039236,Johnny Wilson,PHI,WR,8,8.0,0.0,ir,0.02,Knee,,785.3,7,0,0.02,DeVonta Smith (healthy); Dontayvion Wicks (healthy); Makai Lemon (healthy); Darius Cooper (healthy); Hollywood Brown (healthy); Elijah Moore (healthy); Britain Covey (healthy)
00-0023459,Aaron Rodgers,PIT,QB,1,1.0,0.0,healthy,0.97,,,85.4,0,0,0.0,nobody
00-0034771,Mason Rudolph,PIT,QB,2,2.0,0.0,healthy,0.97,,,380.1,1,0,0.0,Aaron Rodgers (healthy)
00-0040203,Will Howard,PIT,QB,3,3.0,0.0,healthy,0.97,,,94.8,2,0,0.0,Aaron Rodgers (healthy); Mason Rudolph (healthy)
00-0041565,Drew Allar,PIT,QB,4,4.0,0.0,healthy,0.97,,,94.7,3,0,0.0,Aaron Rodgers (healthy); Mason Rudolph (healthy); Will Howard (healthy)
00-0037228,Jaylen Warren,PIT,RB,1,1.0,0.0,questionable,0.72,Undisclosed,,18.5,0,0,0.0,nobody
00-0036139,Rico Dowdle,PIT,RB,2,2.0,0.0,questionable,0.72,Toe,,19.1,1,0,0.127,Jaylen Warren (questionable)
00-0041490,Eli Heidenreich,PIT,RB,3,3.0,0.0,healthy,0.97,,,648.8,2,0,0.259,Jaylen Warren (questionable); Rico Dowdle (questionable)
00-0036894,Pat Freiermuth,PIT,TE,1,1.0,0.0,healthy,0.97,,,42.3,0,0,0.0,nobody
00-0038558,Darnell Washington,PIT,TE,2,2.0,0.0,healthy,0.97,,,61.1,1,0,0.004,Pat Freiermuth (healthy)
00-0033757,Robert Tonyan,PIT,TE,3,3.0,0.0,healthy,0.97,,,2678.1,2,0,0.006,Pat Freiermuth (healthy); Darnell Washington (healthy)
00-0035640,DK Metcalf,PIT,WR,1,1.0,0.0,healthy,0.97,,,87.3,0,0,0.0,nobody
00-0036252,Michael Pittman Jr.,PIT,WR,2,2.0,0.0,questionable,0.72,Foot,,19.0,1,0,0.006,DK Metcalf (healthy)
00-0039739,Roman Wilson,PIT,WR,3,3.0,0.0,healthy,0.97,,,64.5,2,0,0.054,DK Metcalf (healthy); Michael Pittman Jr. (questionable)
00-0041489,Germie Bernard,PIT,WR,4,4.0,0.0,healthy,0.97,,,48.6,3,0,0.058,DK Metcalf (healthy); Michael Pittman Jr. (questionable); Roman Wilson (healthy)
00-0036862,Ben Skowronek,PIT,WR,5,5.0,0.0,healthy,0.97,,,351.3,4,0,0.06,DK Metcalf (healthy); Michael Pittman Jr. (questionable); Roman Wilson (healthy); Germie Bernard (healthy)
00-0041397,Kaden Wetjen,PIT,WR,6,6.0,0.0,healthy,0.97,,,656.5,5,0,0.06,DK Metcalf (healthy); Michael Pittman Jr. (questionable); Roman Wilson (healthy); Germie Bernard (healthy); Ben Skowronek (healthy)
00-0039626,Cole Burgess,PIT,WR,7,10.0,3.0,ir,0.02,Undisclosed,,1190.6,6,0,0.06,DK Metcalf (healthy); Michael Pittman Jr. (questionable); Roman Wilson (healthy); Germie Bernard (healthy); Ben Skowronek (healthy); Kaden Wetjen (healthy)
00-0034869,Sam Darnold,SEA,QB,1,1.0,0.0,questionable,0.72,Lower Body,,0.6,0,0,0.0,nobody
00-0035704,Drew Lock,SEA,QB,2,2.0,0.0,healthy,0.97,,,45.1,1,0,0.0,Sam Darnold (questionable)
00-0040673,Jalen Milroe,SEA,QB,3,3.0,0.0,healthy,0.97,,,184.1,2,0,0.0,Sam Darnold (questionable); Drew Lock (healthy)
00-0041512,Jadarian Price,SEA,RB,1,1.0,0.0,questionable,0.72,Chest,,11.6,0,0,0.0,nobody
00-0038797,Emanuel Wilson,SEA,RB,2,2.0,0.0,healthy,0.97,,,62.3,1,0,0.114,Jadarian Price (questionable)
00-0039299,George Holani,SEA,RB,3,3.0,0.0,questionable,0.72,Knee,,11.6,2,0,0.122,Jadarian Price (questionable); Emanuel Wilson (healthy)
00-0039165,Zach Charbonnet,SEA,RB,4,4.0,0.0,pup,0.02,Knee - ACL,,19.0,3,0,0.163,Jadarian Price (questionable); Emanuel Wilson (healthy); George Holani (questionable)
00-0039793,AJ Barner,SEA,TE,1,1.0,0.0,healthy,0.97,,,60.9,0,0,0.0,nobody
00-0033576,Eric Saubert,SEA,TE,2,3.0,1.0,healthy,0.97,,,1453.3,1,0,0.004,AJ Barner (healthy)
00-0040739,Elijah Arroyo,SEA,TE,3,2.0,1.0,healthy,0.97,,,38.9,2,0,0.004,AJ Barner (healthy); Eric Saubert (healthy)
00-0040058,Nick Kallerup,SEA,TE,4,4.0,0.0,healthy,0.97,,,6407.1,3,0,0.006,AJ Barner (healthy); Eric Saubert (healthy); Elijah Arroyo (healthy)
00-0038543,Jaxon Smith-Njigba,SEA,WR,1,1.0,0.0,healthy,0.97,,,70.2,0,0,0.0,nobody
00-0037545,Rashid Shaheed,SEA,WR,2,2.0,0.0,healthy,0.97,,,47.3,1,0,0.01,Jaxon Smith-Njigba (healthy)
00-0033908,Cooper Kupp,SEA,WR,3,3.0,0.0,questionable,0.72,Back,,11.5,2,0,0.014,Jaxon Smith-Njigba (healthy); Rashid Shaheed (healthy)
00-0040648,Tory Horton,SEA,WR,4,4.0,0.0,healthy,0.97,,,38.9,3,0,0.051,Jaxon Smith-Njigba (healthy); Rashid Shaheed (healthy); Cooper Kupp (questionable)
00-0040621,Montorie Foster Jr.,SEA,WR,5,9.0,4.0,healthy,0.97,,,500.1,4,0,0.053,Jaxon Smith-Njigba (healthy); Rashid Shaheed (healthy); Cooper Kupp (questionable); Tory Horton (healthy)
00-0037156,Irv Charles,SEA,WR,6,5.0,1.0,ir,0.02,Undisclosed,,569.6,5,0,0.053,Jaxon Smith-Njigba (healthy); Rashid Shaheed (healthy); Cooper Kupp (questionable); Tory Horton (healthy); Montorie Foster Jr. (healthy)
00-0038752,Jake Bobo,SEA,WR,7,6.0,1.0,ir,0.02,Knee,,788.8,6,1,0.053,Jaxon Smith-Njigba (healthy); Rashid Shaheed (healthy); Cooper Kupp (questionable); Tory Horton (healthy); Montorie Foster Jr. (healthy); Irv Charles (ir)
00-0037834,Brock Purdy,SF,QB,1,1.0,0.0,healthy,0.97,,,73.0,0,0,0.0,nobody
00-0036972,Mac Jones,SF,QB,2,2.0,0.0,healthy,0.97,,,34.7,1,0,0.0,Brock Purdy (healthy)
00-0040589,Kurtis Rourke,SF,QB,3,3.0,0.0,healthy,0.97,,,91.6,2,0,0.0,Brock Purdy (healthy); Mac Jones (healthy)
00-0033280,Christian McCaffrey,SF,RB,1,1.0,0.0,healthy,0.97,,,11.3,0,0,0.0,nobody
00-0041052,Kaelon Black,SF,RB,2,2.0,0.0,healthy,0.97,,,73.0,1,0,0.017,Christian McCaffrey (healthy)
00-0040177,Jordan James,SF,RB,3,4.0,1.0,healthy,0.97,,,59.0,2,0,0.023,Christian McCaffrey (healthy); Kaelon Black (healthy)
00-0039363,Isaac Guerendo,SF,RB,4,6.0,2.0,pup,0.02,Pectoral,,591.5,3,0,0.024,Christian McCaffrey (healthy); Kaelon Black (healthy); Jordan James (healthy)
00-0033288,George Kittle,SF,TE,1,1.0,0.0,healthy,0.97,,,72.6,0,0,0.0,nobody
00-0036887,Luke Farrell,SF,TE,2,2.0,0.0,healthy,0.97,,,303.1,1,0,0.005,George Kittle (healthy)
00-0038643,Brayden Willis,SF,TE,3,5.0,2.0,healthy,0.97,,,208.1,2,0,0.006,George Kittle (healthy); Luke Farrell (healthy)
00-0037112,Jake Tonges,SF,TE,4,4.0,0.0,ir,0.02,Knee,,187.1,3,0,0.006,George Kittle (healthy); Luke Farrell (healthy); Brayden Willis (healthy)
00-0031408,Mike Evans,SF,WR,1,1.0,0.0,questionable,0.72,Hip,,0.8,0,0,0.0,nobody
00-0035719,Deebo Samuel,SF,WR,2,2.0,0.0,healthy,0.97,,,10.4,1,0,0.065,Mike Evans (questionable)
00-0032775,Demarcus Robinson,SF,WR,3,7.0,4.0,doubtful,0.28,Ankle,,11.3,2,0,0.07,Mike Evans (questionable); Deebo Samuel (healthy)
00-0039365,Jacob Cowing,SF,WR,4,3.0,1.0,healthy,0.97,,,47.1,3,1,0.07,Mike Evans (questionable); Deebo Samuel (healthy); Demarcus Robinson (doubtful)
00-0040172,Jordan Watkins,SF,WR,5,5.0,0.0,healthy,0.97,,,91.5,4,1,0.072,Mike Evans (questionable); Deebo Samuel (healthy); Demarcus Robinson (doubtful); Jacob Cowing (healthy)
00-0034854,KhaDarel Hodge,SF,WR,6,4.0,2.0,healthy,0.97,,,185.5,5,1,0.073,Mike Evans (questionable); Deebo Samuel (healthy); Demarcus Robinson (doubtful); Jacob Cowing (healthy); Jordan Watkins (healthy)
00-0034775,Christian Kirk,SF,WR,7,8.0,1.0,ir,0.02,Calf,,570.6,6,1,0.073,Mike Evans (questionable); Deebo Samuel (healthy); Demarcus Robinson (doubtful); Jacob Cowing (healthy); Jordan Watkins (healthy); KhaDarel Hodge (healthy)
00-0041035,De'Zhaun Stribling,SF,WR,8,11.0,3.0,ir,0.02,Ankle,,114.1,7,2,0.073,Mike Evans (questionable); Deebo Samuel (healthy); Demarcus Robinson (doubtful); Jacob Cowing (healthy); Jordan Watkins (healthy); KhaDarel Hodge (healthy); Christian Kirk (ir)
00-0039916,Ricky Pearsall,SF,WR,9,10.0,1.0,ir,0.02,Knee - PCL,,1006.3,8,3,0.073,Mike Evans (questionable); Deebo Samuel (healthy); Demarcus Robinson (doubtful); Jacob Cowing (healthy); Jordan Watkins (healthy); KhaDarel Hodge (healthy); Christian Kirk (ir); De'Zhaun Stribling (ir)
00-0036261,Brandon Aiyuk,SF,WR,10,,,unknown,0.85,,,,9,4,0.073,Mike Evans (questionable); Deebo Samuel (healthy); Demarcus Robinson (doubtful); Jacob Cowing (healthy); Jordan Watkins (healthy); KhaDarel Hodge (healthy); Christian Kirk (ir); De'Zhaun Stribling (ir); Ricky Pearsall (ir)
00-0034855,Baker Mayfield,TB,QB,1,1.0,0.0,healthy,0.97,,,16.6,0,0,0.0,nobody
00-0041251,Jalon Daniels,TB,QB,2,3.0,1.0,healthy,0.97,,,600.8,1,0,0.0,Baker Mayfield (healthy)
00-0039361,Bucky Irving,TB,RB,1,1.0,0.0,healthy,0.97,,,12.9,0,0,0.0,nobody
00-0036919,Kenny Gainwell,TB,RB,2,2.0,0.0,healthy,0.97,,,81.2,1,0,0.017,Bucky Irving (healthy)
00-0038951,Sean Tucker,TB,RB,3,3.0,0.0,healthy,0.97,,,61.3,2,0,0.025,Bucky Irving (healthy); Kenny Gainwell (healthy)
00-0038129,Cade Otton,TB,TE,1,1.0,0.0,healthy,0.97,,,63.6,0,0,0.0,nobody
00-0039050,Payne Durham,TB,TE,2,2.0,0.0,healthy,0.97,,,2728.0,1,0,0.005,Cade Otton (healthy)
00-0037311,Ko Kieft,TB,TE,3,4.0,1.0,healthy,0.97,,,1337.6,2,0,0.005,Cade Otton (healthy); Payne Durham (healthy)
00-0041094,Bauer Sharp,TB,TE,4,3.0,1.0,healthy,0.97,,,2728.0,3,0,0.005,Cade Otton (healthy); Payne Durham (healthy); Ko Kieft (healthy)
00-0040129,Emeka Egbuka,TB,WR,1,1.0,0.0,healthy,0.97,,,81.2,0,0,0.0,nobody
00-0033921,Chris Godwin Jr.,TB,WR,2,2.0,0.0,healthy,0.97,,,81.2,1,0,0.007,Emeka Egbuka (healthy)
00-0039855,Jalen McMillan,TB,WR,3,3.0,0.0,healthy,0.97,,,16.6,2,0,0.012,Emeka Egbuka (healthy); Chris Godwin Jr. (healthy)
00-0041048,Ted Hurst III,TB,WR,4,4.0,0.0,healthy,0.97,,,63.5,3,0,0.013,Emeka Egbuka (healthy); Chris Godwin Jr. (healthy); Jalen McMillan (healthy)
00-0040237,Tez Johnson,TB,WR,5,5.0,0.0,healthy,0.97,,,35.9,4,0,0.017,Emeka Egbuka (healthy); Chris Godwin Jr. (healthy); Jalen McMillan (healthy); Ted Hurst III (healthy)
00-0039589,Kameron Johnson,TB,WR,6,6.0,0.0,healthy,0.97,,,2226.0,5,0,0.018,Emeka Egbuka (healthy); Chris Godwin Jr. (healthy); Jalen McMillan (healthy); Ted Hurst III (healthy); Tez Johnson (healthy)
00-0035359,David Sills V,TB,WR,7,7.0,0.0,ir,0.02,Undisclosed,,569.5,6,0,0.019,Emeka Egbuka (healthy); Chris Godwin Jr. (healthy); Jalen McMillan (healthy); Ted Hurst III (healthy); Tez Johnson (healthy); Kameron Johnson (healthy)
00-0040676,Cam Ward,TEN,QB,1,1.0,0.0,healthy,0.97,,,34.1,0,0,0.0,nobody
00-0033869,Mitchell Trubisky,TEN,QB,2,2.0,0.0,healthy,0.97,,,352.3,1,0,0.0,Cam Ward (healthy)
00-0035261,Tony Pollard,TEN,RB,1,1.0,0.0,questionable,0.72,Undisclosed,,17.8,0,0,0.0,nobody
00-0039032,Tyjae Spears,TEN,RB,2,2.0,0.0,questionable,0.72,Undisclosed,,17.8,1,0,0.136,Tony Pollard (questionable)
00-0040886,Nicholas Singleton,TEN,RB,3,3.0,0.0,healthy,0.97,,,62.6,2,0,0.207,Tony Pollard (questionable); Tyjae Spears (questionable)
00-0037594,Julius Chestnut,TEN,RB,4,4.0,0.0,healthy,0.97,,,2844.0,3,0,0.211,Tony Pollard (questionable); Tyjae Spears (questionable); Nicholas Singleton (healthy)
00-0040584,Gunnar Helm,TEN,TE,1,1.0,0.0,healthy,0.97,,,77.7,0,0,0.0,nobody
00-0038115,Daniel Bellinger,TEN,TE,2,2.0,0.0,healthy,0.97,,,121.6,1,0,0.004,Gunnar Helm (healthy)
00-0039648,David Martin-Robinson,TEN,TE,3,5.0,2.0,healthy,0.97,,,6177.2,2,0,0.005,Gunnar Helm (healthy); Daniel Bellinger (healthy)
00-0036876,Kylen Granson,TEN,TE,4,3.0,1.0,healthy,0.97,,,95.2,3,0,0.005,Gunnar Helm (healthy); Daniel Bellinger (healthy); David Martin-Robinson (healthy)
00-0040901,Jaren Kanak,TEN,TE,5,6.0,1.0,ir,0.02,Pectoral,,921.2,4,0,0.005,Gunnar Helm (healthy); Daniel Bellinger (healthy); David Martin-Robinson (healthy); Kylen Granson (healthy)
00-0041438,Carnell Tate,TEN,WR,1,1.0,0.0,healthy,0.97,,,77.9,0,0,0.0,nobody
00-0038117,Wan'Dale Robinson,TEN,WR,2,2.0,0.0,healthy,0.97,,,77.7,1,0,0.006,Carnell Tate (healthy)
00-0034837,Calvin Ridley,TEN,WR,3,3.0,0.0,healthy,0.97,,,62.9,2,0,0.012,Carnell Tate (healthy); Wan'Dale Robinson (healthy)
00-0040170,Elic Ayomanor,TEN,WR,4,4.0,0.0,healthy,0.97,,,62.6,3,0,0.015,Carnell Tate (healthy); Wan'Dale Robinson (healthy); Calvin Ridley (healthy)
00-0040705,Chimere Dike,TEN,WR,5,5.0,0.0,healthy,0.97,,,203.2,4,0,0.019,Carnell Tate (healthy); Wan'Dale Robinson (healthy); Calvin Ridley (healthy); Elic Ayomanor (healthy)
00-0039910,Jayden Daniels,WAS,QB,1,2.0,1.0,out,0.02,Elbow,,22.3,0,0,0.0,nobody
00-0032268,Marcus Mariota,WAS,QB,2,1.0,1.0,healthy,0.97,,,44.8,1,1,0.0,Jayden Daniels (out)
00-0041117,Athan Kaliakmanis,WAS,QB,3,4.0,1.0,healthy,0.97,,,92.1,2,1,0.0,Jayden Daniels (out); Marcus Mariota (healthy)
00-0040242,Jacory Croskey-Merritt,WAS,RB,1,1.0,0.0,healthy,0.97,,,83.6,0,0,0.0,nobody
00-0037256,Rachaad White,WAS,RB,2,2.0,0.0,healthy,0.97,,,83.6,1,0,0.014,Jacory Croskey-Merritt (healthy)
00-0041096,Kaytron Allen,WAS,RB,3,3.0,0.0,questionable,0.72,Hip,,11.5,2,0,0.02,Jacory Croskey-Merritt (healthy); Rachaad White (healthy)
00-0033955,Jeremy McNichols,WAS,RB,4,4.0,0.0,ir,0.02,Quadriceps,,573.1,3,0,0.046,Jacory Croskey-Merritt (healthy); Rachaad White (healthy); Kaytron Allen (questionable)
00-0037809,Chig Okonkwo,WAS,TE,1,1.0,0.0,questionable,0.72,Hamstring,,14.6,0,0,0.0,nobody
00-0039912,Ben Sinnott,WAS,TE,2,2.0,0.0,healthy,0.97,,,59.2,1,0,0.034,Chig Okonkwo (questionable)
00-0036628,John Bates,WAS,TE,3,3.0,0.0,healthy,0.97,,,35.2,2,0,0.036,Chig Okonkwo (questionable); Ben Sinnott (healthy)
00-0039686,Colson Yankoff,WAS,TE,4,5.0,1.0,healthy,0.97,,,35.2,3,0,0.037,Chig Okonkwo (questionable); Ben Sinnott (healthy); John Bates (healthy)
00-0035659,Terry McLaurin,WAS,WR,1,1.0,0.0,healthy,0.97,,,85.2,0,0,0.0,nobody
00-0031588,Stefon Diggs,WAS,WR,2,2.0,0.0,healthy,0.97,,,73.3,1,0,0.007,Terry McLaurin (healthy)
00-0041040,Antonio Williams,WAS,WR,3,3.0,0.0,healthy,0.97,,,48.4,2,0,0.013,Terry McLaurin (healthy); Stefon Diggs (healthy)
00-0036626,Dyami Brown,WAS,WR,4,4.0,0.0,healthy,0.97,,,59.3,3,0,0.016,Terry McLaurin (healthy); Stefon Diggs (healthy); Antonio Williams (healthy)
00-0037742,Treylon Burks,WAS,WR,5,7.0,2.0,healthy,0.97,,,35.2,4,0,0.018,Terry McLaurin (healthy); Stefon Diggs (healthy); Antonio Williams (healthy); Dyami Brown (healthy)
00-0040164,Jaylin Lane,WAS,WR,6,6.0,0.0,questionable,0.72,Groin,,11.5,5,0,0.018,Terry McLaurin (healthy); Stefon Diggs (healthy); Antonio Williams (healthy); Dyami Brown (healthy); Treylon Burks (healthy)
00-0039355,Luke McCaffrey,WAS,WR,7,5.0,2.0,healthy,0.97,,,92.1,6,0,0.021,Terry McLaurin (healthy); Stefon Diggs (healthy); Antonio Williams (healthy); Dyami Brown (healthy); Treylon Burks (healthy); Jaylin Lane (questionable)
