gsis_id,name,team,position,espn_rank,sleeper_rank,depth_disagreement,status_flag,play_prob,injury_body_part,practice,news_age_hours,n_blockers,blockers_out,opportunity_ahead,blocked_by
00-0034975,Justice Hill,BAL,RB,2,2.0,0.0,healthy,0.97,,,60.7,1,0,0.017,Derrick Henry (healthy)
00-0039796,Rasheen Ali,BAL,RB,3,3.0,0.0,healthy,0.97,,,115.5,2,0,0.02,Derrick Henry (healthy); Justice Hill (healthy)
00-0040888,Adam Randall,BAL,RB,4,5.0,1.0,ir,0.02,Undisclosed,,571.1,3,0,0.02,Derrick Henry (healthy); Justice Hill (healthy); Rasheen Ali (healthy)
00-0034753,Mark Andrews,BAL,TE,1,1.0,0.0,healthy,0.97,,,67.2,0,0,0.0,nobody
00-0034798,Durham Smythe,BAL,TE,2,2.0,0.0,healthy,0.97,,,257.8,1,0,0.006,Mark Andrews (healthy)
00-0040879,Matthew Hibner,BAL,TE,3,,,healthy,0.97,,,,2,0,0.007,Mark Andrews (healthy); Durham Smythe (healthy)
00-0040887,Josh Cuevas,BAL,TE,4,4.0,0.0,healthy,0.97,,,632.9,3,0,0.007,Mark Andrews (healthy); Durham Smythe (healthy); Matthew Hibner (healthy)
00-0039064,Zay Flowers,BAL,WR,1,1.0,0.0,questionable,0.72,Hamstring,,0.7,0,0,0.0,nobody
00-0036550,Rashod Bateman,BAL,WR,2,2.0,0.0,healthy,0.97,,,67.8,1,0,0.069,Zay Flowers (questionable)
00-0039792,Devontez Walker,BAL,WR,3,4.0,1.0,healthy,0.97,,,18.2,2,0,0.075,Zay Flowers (questionable); Rashod Bateman (healthy)
00-0032398,Chris Moore,BAL,WR,4,3.0,1.0,questionable,0.72,Ankle,,13.1,3,0,0.076,Zay Flowers (questionable); Rashod Bateman (healthy); Devontez Walker (healthy)
00-0040876,Elijah Sarratt,BAL,WR,5,6.0,1.0,healthy,0.97,,,59.9,4,0,0.089,Zay Flowers (questionable); Rashod Bateman (healthy); Devontez Walker (healthy); Chris Moore (questionable)
00-0040075,LaJohntay Wester,BAL,WR,6,5.0,1.0,healthy,0.97,,,60.3,5,0,0.089,Zay Flowers (questionable); Rashod Bateman (healthy); Devontez Walker (healthy); Chris Moore (questionable); Elijah Sarratt (healthy)
00-0040870,Ja'Kobi Lane,BAL,WR,7,10.0,3.0,ir,0.02,Wrist,,187.6,6,0,0.09,Zay Flowers (questionable); Rashod Bateman (healthy); Devontez Walker (healthy); Chris Moore (questionable); Elijah Sarratt (healthy); LaJohntay Wester (healthy)
00-0034857,Josh Allen,BUF,QB,1,1.0,0.0,healthy,0.97,,,145.3,0,0,0.0,nobody
00-0034577,Kyle Allen,BUF,QB,2,2.0,0.0,healthy,0.97,,,2873.0,1,0,0.0,Josh Allen (healthy)
00-0037248,James Cook III,BUF,RB,1,1.0,0.0,healthy,0.97,,,145.1,0,0,0.0,nobody
00-0039875,Ray Davis,BUF,RB,2,3.0,1.0,healthy,0.97,,,134.4,1,0,0.016,James Cook III (healthy)
00-0035537,Ty Johnson,BUF,RB,3,2.0,1.0,healthy,0.97,,,11.1,2,0,0.019,James Cook III (healthy); Ray Davis (healthy)
00-0038933,Dalton Kincaid,BUF,TE,1,1.0,0.0,healthy,0.97,,,18.2,0,0,0.0,nobody
00-0035689,Dawson Knox,BUF,TE,2,2.0,0.0,healthy,0.97,,,37.6,1,0,0.006,Dalton Kincaid (healthy)
00-0040194,Jackson Hawes,BUF,TE,3,3.0,0.0,healthy,0.97,,,134.1,2,0,0.008,Dalton Kincaid (healthy); Dawson Knox (healthy)
00-0040363,Keleki Latu,BUF,TE,4,4.0,0.0,healthy,0.97,,,6497.7,3,0,0.009,Dalton Kincaid (healthy); Dawson Knox (healthy); Jackson Hawes (healthy)
00-0034827,DJ Moore,BUF,WR,1,1.0,0.0,questionable,0.72,Shoulder - AC Joint,,11.1,0,0,0.0,nobody
00-0037261,Khalil Shakir,BUF,WR,2,2.0,0.0,healthy,0.97,,,60.6,1,0,0.055,DJ Moore (questionable)
00-0039901,Keon Coleman,BUF,WR,3,3.0,0.0,questionable,0.72,Ankle,,11.1,2,0,0.061,DJ Moore (questionable); Khalil Shakir (healthy)
00-0036988,Joshua Palmer,BUF,WR,4,4.0,0.0,healthy,0.97,,,42.7,3,0,0.099,DJ Moore (questionable); Khalil Shakir (healthy); Keon Coleman (questionable)
00-0041443,Skyler Bell,BUF,WR,5,5.0,0.0,healthy,0.97,,,160.1,4,0,0.1,DJ Moore (questionable); Khalil Shakir (healthy); Keon Coleman (questionable); Joshua Palmer (healthy)
00-0038679,Tyrell Shavers,BUF,WR,6,8.0,2.0,pup,0.02,Knee - ACL,,547.3,5,0,0.101,DJ Moore (questionable); Khalil Shakir (healthy); Keon Coleman (questionable); Joshua Palmer (healthy); Skyler Bell (healthy)
00-0039150,Bryce Young,CAR,QB,1,1.0,0.0,healthy,0.97,,,66.9,0,0,0.0,nobody
00-0038102,Kenny Pickett,CAR,QB,2,2.0,0.0,healthy,0.97,,,94.8,1,0,0.0,Bryce Young (healthy)
00-0041149,Haynes King,CAR,QB,3,3.0,0.0,healthy,0.97,,,95.3,2,0,0.0,Bryce Young (healthy); Kenny Pickett (healthy)
00-0036555,Chuba Hubbard,CAR,RB,1,1.0,0.0,healthy,0.97,,,10.1,0,0,0.0,nobody
00-0036265,AJ Dillon,CAR,RB,2,2.0,0.0,healthy,0.97,,,19.1,1,0,0.018,Chuba Hubbard (healthy)
00-0040644,Trevor Etienne,CAR,RB,3,4.0,1.0,ir,0.02,Ankle,,570.8,2,0,0.025,Chuba Hubbard (healthy); AJ Dillon (healthy)
00-0039344,Jonathon Brooks,CAR,RB,4,3.0,1.0,ir,0.02,Abdomen,,19.1,3,1,0.025,Chuba Hubbard (healthy); AJ Dillon (healthy); Trevor Etienne (ir)
00-0037005,Tommy Tremble,CAR,TE,1,2.0,1.0,healthy,0.97,,,231.2,0,0,0.0,nobody
00-0031610,Darren Waller,CAR,TE,2,1.0,1.0,healthy,0.97,,,2.1,1,0,0.002,Tommy Tremble (healthy)
00-0040187,Mitchell Evans,CAR,TE,3,3.0,0.0,healthy,0.97,,,231.2,2,0,0.006,Tommy Tremble (healthy); Darren Waller (healthy)
00-0036825,Feleipe Franks,CAR,TE,4,5.0,1.0,healthy,0.97,,,4460.4,3,0,0.007,Tommy Tremble (healthy); Darren Waller (healthy); Mitchell Evans (healthy)
00-0039356,Ja'Tavion Sanders,CAR,TE,5,4.0,1.0,healthy,0.97,,,95.2,4,0,0.007,Tommy Tremble (healthy); Darren Waller (healthy); Mitchell Evans (healthy); Feleipe Franks (healthy)
00-0040124,Tetairoa McMillan,CAR,WR,1,1.0,0.0,healthy,0.97,,,12.8,0,0,0.0,nobody
00-0039491,Jalen Coker,CAR,WR,2,2.0,0.0,questionable,0.72,Ankle,,9.9,1,0,0.009,Tetairoa McMillan (healthy)
00-0039342,Xavier Legette,CAR,WR,3,3.0,0.0,healthy,0.97,,,36.7,2,0,0.075,Tetairoa McMillan (healthy); Jalen Coker (questionable)
00-0038840,Brycen Tremayne,CAR,WR,4,4.0,0.0,healthy,0.97,,,3759.7,3,0,0.078,Tetairoa McMillan (healthy); Jalen Coker (questionable); Xavier Legette (healthy)
00-0037614,John Metchie III,CAR,WR,5,5.0,0.0,healthy,0.97,,,206.8,4,0,0.078,Tetairoa McMillan (healthy); Jalen Coker (questionable); Xavier Legette (healthy); Brycen Tremayne (healthy)
00-0041047,Chris Brazzell II,CAR,WR,6,10.0,4.0,ir,0.02,Knee,,1307.6,5,0,0.078,Tetairoa McMillan (healthy); Jalen Coker (questionable); Xavier Legette (healthy); Brycen Tremayne (healthy); John Metchie III (healthy)
00-0039918,Caleb Williams,CHI,QB,1,3.0,2.0,doubtful,0.28,Hamstring,,21.4,0,0,0.0,nobody
00-0038416,Tyson Bagent,CHI,QB,2,1.0,1.0,questionable,0.72,Concussion,,21.5,1,1,0.0,Caleb Williams (doubtful)
00-0028986,Case Keenum,CHI,QB,3,2.0,1.0,healthy,0.97,,,21.8,2,1,0.0,Caleb Williams (doubtful); Tyson Bagent (questionable)
00-0036275,D'Andre Swift,CHI,RB,1,1.0,0.0,healthy,0.97,,,0.2,0,0,0.0,nobody
00-0040236,Kyle Monangai,CHI,RB,2,2.0,0.0,questionable,0.72,Undisclosed,,12.6,1,0,0.014,D'Andre Swift (healthy)
00-0039021,Roschon Johnson,CHI,RB,3,3.0,0.0,healthy,0.97,,,203.6,2,0,0.102,D'Andre Swift (healthy); Kyle Monangai (questionable)
00-0037329,Brittain Brown,CHI,RB,4,5.0,1.0,ir,0.02,Undisclosed,,574.9,3,0,0.102,D'Andre Swift (healthy); Kyle Monangai (questionable); Roschon Johnson (healthy)
00-0040126,Colston Loveland,CHI,TE,1,1.0,0.0,healthy,0.97,,,85.3,0,0,0.0,nobody
00-0036290,Cole Kmet,CHI,TE,2,2.0,0.0,healthy,0.97,,,66.5,1,0,0.005,Colston Loveland (healthy)
00-0041558,Sam Roush,CHI,TE,3,3.0,0.0,healthy,0.97,,,36.9,2,0,0.008,Colston Loveland (healthy); Cole Kmet (healthy)
00-0037031,Nikola Kalinic,CHI,TE,4,5.0,1.0,ir,0.02,Knee,,879.6,3,0,0.009,Colston Loveland (healthy); Cole Kmet (healthy); Sam Roush (healthy)
00-0041170,Hayden Large,CHI,TE,5,7.0,2.0,ir,0.02,Undisclosed,,543.6,4,1,0.009,Colston Loveland (healthy); Cole Kmet (healthy); Sam Roush (healthy); Nikola Kalinic (ir)
00-0039919,Rome Odunze,CHI,WR,1,1.0,0.0,healthy,0.97,,,85.1,0,0,0.0,nobody
00-0040735,Luther Burden III,CHI,WR,2,2.0,0.0,healthy,0.97,,,84.3,1,0,0.006,Rome Odunze (healthy)
00-0032464,Kalif Raymond,CHI,WR,3,3.0,0.0,healthy,0.97,,,47.6,2,0,0.012,Rome Odunze (healthy); Luther Burden III (healthy)
00-0041051,Zavion Thomas,CHI,WR,4,5.0,1.0,healthy,0.97,,,130.6,3,0,0.016,Rome Odunze (healthy); Luther Burden III (healthy); Kalif Raymond (healthy)
00-0040277,Jahdae Walker,CHI,WR,5,4.0,1.0,healthy,0.97,,,216.0,4,0,0.016,Rome Odunze (healthy); Luther Burden III (healthy); Kalif Raymond (healthy); Zavion Thomas (healthy)
00-0036442,Joe Burrow,CIN,QB,1,1.0,0.0,healthy,0.97,,,18.6,0,0,0.0,nobody
00-0026158,Joe Flacco,CIN,QB,2,2.0,0.0,healthy,0.97,,,2306.0,1,0,0.0,Joe Burrow (healthy)
00-0038597,Chase Brown,CIN,RB,1,1.0,0.0,healthy,0.97,,,82.4,0,0,0.0,nobody
00-0033526,Samaje Perine,CIN,RB,2,2.0,0.0,healthy,0.97,,,43.8,1,0,0.019,Chase Brown (healthy)
00-0040208,Tahj Brooks,CIN,RB,3,3.0,0.0,healthy,0.97,,,145.3,2,0,0.025,Chase Brown (healthy); Samaje Perine (healthy)
00-0034829,Mike Gesicki,CIN,TE,1,1.0,0.0,healthy,0.97,,,66.3,0,0,0.0,nobody
00-0035631,Drew Sample,CIN,TE,2,2.0,0.0,healthy,0.97,,,35.9,1,0,0.004,Mike Gesicki (healthy)
00-0039814,Erick All Jr.,CIN,TE,3,3.0,0.0,healthy,0.97,,,35.6,2,0,0.005,Mike Gesicki (healthy); Drew Sample (healthy)
00-0041116,Jack Endries,CIN,TE,4,4.0,0.0,healthy,0.97,,,263.0,3,0,0.007,Mike Gesicki (healthy); Drew Sample (healthy); Erick All Jr. (healthy)
00-0036900,Ja'Marr Chase,CIN,WR,1,1.0,0.0,healthy,0.97,,,82.4,0,0,0.0,nobody
00-0036410,Tee Higgins,CIN,WR,2,2.0,0.0,healthy,0.97,,,82.2,1,0,0.009,Ja'Marr Chase (healthy)
00-0041069,Colbie Young,CIN,WR,3,3.0,0.0,healthy,0.97,,,635.5,2,0,0.016,Ja'Marr Chase (healthy); Tee Higgins (healthy)
00-0040785,Dohnte Meyers,CIN,WR,4,4.0,0.0,healthy,0.97,,,597.9,3,0,0.017,Ja'Marr Chase (healthy); Tee Higgins (healthy); Colbie Young (healthy)
00-0040534,Ke'Shawn Williams,CIN,WR,5,7.0,2.0,healthy,0.97,,,6761.1,4,0,0.017,Ja'Marr Chase (healthy); Tee Higgins (healthy); Colbie Young (healthy); Dohnte Meyers (healthy)
00-0038619,Andrei Iosivas,CIN,WR,6,5.0,1.0,out,0.02,Thumb,,21.2,5,0,0.017,Ja'Marr Chase (healthy); Tee Higgins (healthy); Colbie Young (healthy); Dohnte Meyers (healthy); Ke'Shawn Williams (healthy)
00-0033537,Deshaun Watson,CLE,QB,1,1.0,0.0,healthy,0.97,,,23.2,0,0,0.0,nobody
00-0040668,Shedeur Sanders,CLE,QB,2,3.0,1.0,healthy,0.97,,,98.7,1,0,0.0,Deshaun Watson (healthy)
00-0041092,Taylen Green,CLE,QB,3,4.0,1.0,healthy,0.97,,,95.3,2,0,0.0,Deshaun Watson (healthy); Shedeur Sanders (healthy)
00-0040704,Dillon Gabriel,CLE,QB,4,2.0,2.0,ir,0.02,Back,,572.4,3,0,0.0,Deshaun Watson (healthy); Shedeur Sanders (healthy); Taylen Green (healthy)
00-0040784,Quinshon Judkins,CLE,RB,1,1.0,0.0,healthy,0.97,,,81.5,0,0,0.0,nobody
00-0040466,Raheim Sanders,CLE,RB,2,2.0,0.0,healthy,0.97,,,36.2,1,0,0.018,Quinshon Judkins (healthy)
00-0038794,Jaleel McLaughlin,CLE,RB,3,3.0,0.0,healthy,0.97,,,36.1,2,0,0.023,Quinshon Judkins (healthy); Raheim Sanders (healthy)
00-0040162,Dylan Sampson,CLE,RB,4,6.0,2.0,ir,0.02,Knee,,211.4,3,0,0.025,Quinshon Judkins (healthy); Raheim Sanders (healthy); Jaleel McLaughlin (healthy)
00-0040663,Harold Fannin Jr.,CLE,TE,1,1.0,0.0,healthy,0.97,,,81.4,0,0,0.0,nobody
00-0038710,Blake Whiteheart,CLE,TE,2,2.0,0.0,healthy,0.97,,,36.1,1,0,0.006,Harold Fannin Jr. (healthy)
00-0041131,Carsen Ryan,CLE,TE,3,3.0,0.0,healthy,0.97,,,659.1,2,0,0.007,Harold Fannin Jr. (healthy); Blake Whiteheart (healthy)
00-0041087,Joe Royer,CLE,TE,4,5.0,1.0,pup,0.02,Personal,,593.7,3,0,0.007,Harold Fannin Jr. (healthy); Blake Whiteheart (healthy); Carsen Ryan (healthy)
00-0041037,Denzel Boston,CLE,WR,1,1.0,0.0,healthy,0.97,,,72.0,0,0,0.0,nobody
00-0041547,KC Concepcion,CLE,WR,2,2.0,0.0,healthy,0.97,,,81.4,1,0,0.006,Denzel Boston (healthy)
00-0036407,Jerry Jeudy,CLE,WR,3,3.0,0.0,healthy,0.97,,,63.7,2,0,0.011,Denzel Boston (healthy); KC Concepcion (healthy)
00-0040782,Isaiah Bond,CLE,WR,4,4.0,0.0,healthy,0.97,,,404.4,3,0,0.016,Denzel Boston (healthy); KC Concepcion (healthy); Jerry Jeudy (healthy)
00-0036630,Tylan Wallace,CLE,WR,5,6.0,1.0,healthy,0.97,,,2226.0,4,0,0.017,Denzel Boston (healthy); KC Concepcion (healthy); Jerry Jeudy (healthy); Isaiah Bond (healthy)
00-0039920,Malachi Corley,CLE,WR,6,5.0,1.0,healthy,0.97,,,2487.0,5,0,0.017,Denzel Boston (healthy); KC Concepcion (healthy); Jerry Jeudy (healthy); Isaiah Bond (healthy); Tylan Wallace (healthy)
00-0033077,Dak Prescott,DAL,QB,1,1.0,0.0,healthy,0.97,,,83.6,0,0,0.0,nobody
00-0037077,Sam Howell,DAL,QB,2,2.0,0.0,healthy,0.97,,,544.1,1,0,0.0,Dak Prescott (healthy)
00-0036997,Javonte Williams,DAL,RB,1,1.0,0.0,healthy,0.97,,,80.1,0,0,0.0,nobody
00-0038705,Emari Demercado,DAL,RB,2,2.0,0.0,healthy,0.97,,,19.9,1,0,0.02,Javonte Williams (healthy)
00-0037120,Tyler Goodson,DAL,RB,3,4.0,1.0,healthy,0.97,,,91.9,2,0,0.024,Javonte Williams (healthy); Emari Demercado (healthy)
00-0037563,Malik Davis,DAL,RB,4,5.0,1.0,ir,0.02,Hip,,282.7,3,0,0.024,Javonte Williams (healthy); Emari Demercado (healthy); Tyler Goodson (healthy)
00-0038041,Jake Ferguson,DAL,TE,1,1.0,0.0,healthy,0.97,,,81.0,0,0,0.0,nobody
00-0039530,Brevyn Spann-Ford,DAL,TE,2,2.0,0.0,healthy,0.97,,,228.7,1,0,0.004,Jake Ferguson (healthy)
00-0038547,Luke Schoonmaker,DAL,TE,3,3.0,0.0,healthy,0.97,,,228.6,2,0,0.005,Jake Ferguson (healthy); Brevyn Spann-Ford (healthy)
00-0038735,Princeton Fant,DAL,TE,4,5.0,1.0,ir,0.02,Knee - ACL + MCL,,1162.4,3,0,0.006,Jake Ferguson (healthy); Brevyn Spann-Ford (healthy); Luke Schoonmaker (healthy)
00-0040938,DJ Rogers,DAL,TE,5,6.0,1.0,ir,0.02,Knee,,568.2,4,1,0.006,Jake Ferguson (healthy); Brevyn Spann-Ford (healthy); Luke Schoonmaker (healthy); Princeton Fant (ir)
00-0036358,CeeDee Lamb,DAL,WR,1,1.0,0.0,healthy,0.97,,,83.6,0,0,0.0,nobody
00-0037247,George Pickens,DAL,WR,2,2.0,0.0,healthy,0.97,,,81.1,1,0,0.008,CeeDee Lamb (healthy)
00-0039410,Ryan Flournoy,DAL,WR,3,3.0,0.0,healthy,0.97,,,45.6,2,0,0.014,CeeDee Lamb (healthy); George Pickens (healthy)
00-0037801,KaVontae Turpin,DAL,WR,4,4.0,0.0,healthy,0.97,,,121.7,3,0,0.018,CeeDee Lamb (healthy); George Pickens (healthy); Ryan Flournoy (healthy)
00-0039062,Jonathan Mingo,DAL,WR,5,5.0,0.0,healthy,0.97,,,228.6,4,0,0.019,CeeDee Lamb (healthy); George Pickens (healthy); Ryan Flournoy (healthy); KaVontae Turpin (healthy)
00-0040930,Camden Brown,DAL,WR,6,6.0,0.0,healthy,0.97,,,500.0,5,0,0.02,CeeDee Lamb (healthy); George Pickens (healthy); Ryan Flournoy (healthy); KaVontae Turpin (healthy); Jonathan Mingo (healthy)
00-0039732,Bo Nix,DEN,QB,1,1.0,0.0,healthy,0.97,,,77.2,0,0,0.0,nobody
00-0035264,Jarrett Stidham,DEN,QB,2,2.0,0.0,healthy,0.97,,,517.1,1,0,0.0,Bo Nix (healthy)
00-0036879,Sam Ehlinger,DEN,QB,3,3.0,0.0,healthy,0.97,,,92.5,2,0,0.0,Bo Nix (healthy); Jarrett Stidham (healthy)
00-0036158,J.K. Dobbins,DEN,RB,1,1.0,0.0,questionable,0.72,Hamstring,,17.1,0,0,0.0,nobody
00-0040730,RJ Harvey,DEN,RB,2,2.0,0.0,questionable,0.72,Hamstring,,17.1,1,0,0.073,J.K. Dobbins (questionable)
00-0041496,Jonah Coleman,DEN,RB,3,3.0,0.0,questionable,0.72,Ankle,,17.3,2,0,0.138,J.K. Dobbins (questionable); RJ Harvey (questionable)
00-0037085,Tyler Badie,DEN,RB,4,4.0,0.0,healthy,0.97,,,35.6,3,0,0.215,J.K. Dobbins (questionable); RJ Harvey (questionable); Jonah Coleman (questionable)
00-0033881,Evan Engram,DEN,TE,1,1.0,0.0,healthy,0.97,,,62.4,0,0,0.0,nobody
00-0036422,Adam Trautman,DEN,TE,2,2.0,0.0,healthy,0.97,,,207.1,1,0,0.003,Evan Engram (healthy)
00-0038783,Nate Adkins,DEN,TE,3,3.0,0.0,healthy,0.97,,,35.5,2,0,0.004,Evan Engram (healthy); Adam Trautman (healthy)
00-0041133,Dallen Bentley,DEN,TE,4,4.0,0.0,healthy,0.97,,,3524.0,3,0,0.005,Evan Engram (healthy); Adam Trautman (healthy); Nate Adkins (healthy)
00-0040240,Caleb Lohner,DEN,TE,5,6.0,1.0,ir,0.02,Lower Body,,574.4,4,0,0.005,Evan Engram (healthy); Adam Trautman (healthy); Nate Adkins (healthy); Dallen Bentley (healthy)
00-0036613,Jaylen Waddle,DEN,WR,1,1.0,0.0,healthy,0.97,,,73.8,0,0,0.0,nobody
00-0034348,Courtland Sutton,DEN,WR,2,2.0,0.0,healthy,0.97,,,77.1,1,0,0.007,Jaylen Waddle (healthy)
00-0038976,Marvin Mims Jr.,DEN,WR,3,5.0,2.0,questionable,0.72,Foot,,15.6,2,0,0.012,Jaylen Waddle (healthy); Courtland Sutton (healthy)
00-0040134,Pat Bryant,DEN,WR,4,3.0,1.0,healthy,0.97,,,46.0,3,0,0.021,Jaylen Waddle (healthy); Courtland Sutton (healthy); Marvin Mims Jr. (questionable)
00-0039868,Troy Franklin,DEN,WR,5,4.0,1.0,healthy,0.97,,,35.2,4,0,0.026,Jaylen Waddle (healthy); Courtland Sutton (healthy); Marvin Mims Jr. (questionable); Pat Bryant (healthy)
00-0035406,Lil'Jordan Humphrey,DEN,WR,6,6.0,0.0,healthy,0.97,,,208.1,5,0,0.027,Jaylen Waddle (healthy); Courtland Sutton (healthy); Marvin Mims Jr. (questionable); Pat Bryant (healthy); Troy Franklin (healthy)
00-0033106,Jared Goff,DET,QB,1,1.0,0.0,healthy,0.97,,,18.4,0,0,0.0,nobody
00-0033949,Joshua Dobbs,DET,QB,2,2.0,0.0,healthy,0.97,,,614.1,1,0,0.0,Jared Goff (healthy)
00-0039139,Jahmyr Gibbs,DET,RB,1,1.0,0.0,healthy,0.97,,,144.6,0,0,0.0,nobody
00-0039364,Sione Vaki,DET,RB,2,2.0,0.0,healthy,0.97,,,43.7,1,0,0.022,Jahmyr Gibbs (healthy)
00-0038896,Jacob Saylors,DET,RB,3,3.0,0.0,healthy,0.97,,,134.5,2,0,0.026,Jahmyr Gibbs (healthy); Sione Vaki (healthy)
00-0037197,Isiah Pacheco,DET,RB,4,4.0,0.0,ir,0.02,Back,,232.9,3,0,0.027,Jahmyr Gibbs (healthy); Sione Vaki (healthy); Jacob Saylors (healthy)
00-0039065,Sam LaPorta,DET,TE,1,1.0,0.0,healthy,0.97,,,1.6,0,0,0.0,nobody
00-0036754,Brock Wright,DET,TE,2,2.0,0.0,healthy,0.97,,,242.4,1,0,0.006,Sam LaPorta (healthy)
00-0034270,Tyler Conklin,DET,TE,3,3.0,0.0,healthy,0.97,,,546.8,2,0,0.006,Sam LaPorta (healthy); Brock Wright (healthy)
00-0040390,Jackson Meeks,DET,TE,4,4.0,0.0,healthy,0.97,,,766.0,3,0,0.007,Sam LaPorta (healthy); Brock Wright (healthy); Tyler Conklin (healthy)
00-0036963,Amon-Ra St. Brown,DET,WR,1,1.0,0.0,healthy,0.97,,,144.6,0,0,0.0,nobody
00-0037240,Jameson Williams,DET,WR,2,2.0,0.0,healthy,0.97,,,144.6,1,0,0.009,Amon-Ra St. Brown (healthy)
00-0040669,Isaac TeSlaa,DET,WR,3,3.0,0.0,healthy,0.97,,,136.1,2,0,0.015,Amon-Ra St. Brown (healthy); Jameson Williams (healthy)
00-0035544,Tom Kennedy,DET,WR,4,4.0,0.0,healthy,0.97,,,320.9,3,0,0.017,Amon-Ra St. Brown (healthy); Jameson Williams (healthy); Isaac TeSlaa (healthy)
00-0037524,Tay Martin,DET,WR,5,5.0,0.0,healthy,0.97,,,456.7,4,0,0.018,Amon-Ra St. Brown (healthy); Jameson Williams (healthy); Isaac TeSlaa (healthy); Tom Kennedy (healthy)
00-0041446,Kendrick Law,DET,WR,6,8.0,2.0,ir,0.02,Knee - ACL,,2359.4,5,0,0.018,Amon-Ra St. Brown (healthy); Jameson Williams (healthy); Isaac TeSlaa (healthy); Tom Kennedy (healthy); Tay Martin (healthy)
00-0036264,Jordan Love,GB,QB,1,1.0,0.0,healthy,0.97,,,42.6,0,0,0.0,nobody
00-0028118,Tyrod Taylor,GB,QB,2,2.0,0.0,healthy,0.97,,,2874.0,1,0,0.0,Jordan Love (healthy)
00-0039811,MarShawn Lloyd,GB,RB,1,1.0,0.0,healthy,0.97,,,84.7,0,0,0.0,nobody
00-0038685,Chris Brooks,GB,RB,2,2.0,0.0,healthy,0.97,,,38.7,1,0,0.012,MarShawn Lloyd (healthy)
00-0040142,Kaleb Johnson,GB,RB,3,3.0,0.0,healthy,0.97,,,38.5,2,0,0.019,MarShawn Lloyd (healthy); Chris Brooks (healthy)
00-0035700,Josh Jacobs,GB,RB,4,4.0,0.0,na,0.02,Personal,,165.4,3,0,0.025,MarShawn Lloyd (healthy); Chris Brooks (healthy); Kaleb Johnson (healthy)
00-0038996,Tucker Kraft,GB,TE,1,1.0,0.0,healthy,0.97,,,15.0,0,0,0.0,nobody
00-0033858,Jonnu Smith,GB,TE,2,2.0,0.0,healthy,0.97,,,38.6,1,0,0.005,Tucker Kraft (healthy)
00-0038589,Josh Whyle,GB,TE,3,3.0,0.0,healthy,0.97,,,183.6,2,0,0.007,Tucker Kraft (healthy); Jonnu Smith (healthy)
00-0040598,Mark Redman,GB,TE,4,4.0,0.0,healthy,0.97,,,594.6,3,0,0.008,Tucker Kraft (healthy); Jonnu Smith (healthy); Josh Whyle (healthy)
00-0039144,Luke Musgrave,GB,TE,5,5.0,0.0,pup,0.02,Undisclosed,,546.1,4,0,0.008,Tucker Kraft (healthy); Jonnu Smith (healthy); Josh Whyle (healthy); Mark Redman (healthy)
00-0039936,Thomas Yassmin,GB,TE,6,7.0,1.0,ir,0.02,Undisclosed,,568.1,5,1,0.008,Tucker Kraft (healthy); Jonnu Smith (healthy); Josh Whyle (healthy); Mark Redman (healthy); Luke Musgrave (pup)
00-0038124,Christian Watson,GB,WR,1,1.0,0.0,healthy,0.97,,,15.1,0,0,0.0,nobody
00-0039146,Jayden Reed,GB,WR,2,6.0,4.0,out,0.02,Neck,,18.7,1,0,0.007,Christian Watson (healthy)
00-0040667,Matthew Golden,GB,WR,3,2.0,1.0,healthy,0.97,,,15.1,2,1,0.007,Christian Watson (healthy); Jayden Reed (out)
00-0038090,Skyy Moore,GB,WR,4,3.0,1.0,healthy,0.97,,,19.0,3,1,0.014,Christian Watson (healthy); Jayden Reed (out); Matthew Golden (healthy)
00-0037091,Bo Melton,GB,WR,5,4.0,1.0,healthy,0.97,,,64.1,4,1,0.017,Christian Watson (healthy); Jayden Reed (out); Matthew Golden (healthy); Skyy Moore (healthy)
00-0040948,J. Michael Sturdivant,GB,WR,6,5.0,1.0,healthy,0.97,,,259.7,5,1,0.017,Christian Watson (healthy); Jayden Reed (out); Matthew Golden (healthy); Skyy Moore (healthy); Bo Melton (healthy)
00-0040009,Savion Williams,GB,WR,7,8.0,1.0,ir,0.02,Undisclosed,,547.6,6,1,0.017,Christian Watson (healthy); Jayden Reed (out); Matthew Golden (healthy); Skyy Moore (healthy); Bo Melton (healthy); J. Michael Sturdivant (healthy)
00-0039163,C.J. Stroud,HOU,QB,1,1.0,0.0,healthy,0.97,,,1.8,0,0,0.0,nobody
00-0036898,Davis Mills,HOU,QB,2,2.0,0.0,healthy,0.97,,,1645.9,1,0,0.0,C.J. Stroud (healthy)
00-0040211,Graham Mertz,HOU,QB,3,3.0,0.0,ir,0.02,Knee - ACL,,945.1,2,0,0.0,C.J. Stroud (healthy); Davis Mills (healthy)
00-0035685,David Montgomery,HOU,RB,1,1.0,0.0,healthy,0.97,,,82.1,0,0,0.0,nobody
00-0040583,Woody Marks,HOU,RB,2,2.0,0.0,healthy,0.97,,,82.1,1,0,0.017,David Montgomery (healthy)
00-0039603,British Brooks,HOU,RB,3,3.0,0.0,healthy,0.97,,,351.1,2,0,0.026,David Montgomery (healthy); Woody Marks (healthy)
00-0034383,Dalton Schultz,HOU,TE,1,1.0,0.0,healthy,0.97,,,18.0,0,0,0.0,nobody
